,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary modes of interaction in Human-Computer Interaction (HCI)?,0.5718
1,What is an interactive software system?,What are the primary modes of interaction in Human-Computer Interaction (HCI)?,0.5101
2,What is a complex interactive computer system?,What are the primary modes of interaction in Human-Computer Interaction (HCI)?,0.6328
3,What does make up the user interface of an interactive computer system?,What are the primary modes of interaction in Human-Computer Interaction (HCI)?,0.6341
4,What is a User?,"What role does user context (e.g., location, activity) play in interaction adaptations?",0.3415
5,How can a user interact in human–computer interactions?,What are the primary modes of interaction in Human-Computer Interaction (HCI)?,0.6777
6,"Considering intentionality, how can a user interact with an interactive computer system?",In what ways can adaptive HCI systems proactively assist users during their interaction?,0.5296
7,Why does a user intentionally interact with an interactive computer system?,In what ways can adaptive HCI systems proactively assist users during their interaction?,0.5338
8,What does make up a complex user participation?,What are the primary modes of interaction in Human-Computer Interaction (HCI)?,0.4816
9,What is a human–computer interaction?,What are the primary modes of interaction in Human-Computer Interaction (HCI)?,0.7161
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",In what ways can adaptive HCI systems proactively assist users during their interaction?,0.492
11,How is a user input processed by an interactive computer system?,How do multimodal systems enhance user experience in HCI?,0.4722
12,How does a user receive an output from an interactive computer system?,What characteristics define an output modality in HCI?,0.4371
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are input modalities classified in an HCI system?,0.4761
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary modes of interaction in Human-Computer Interaction (HCI)?,0.4416
