,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main interaction components in a human-computer interaction system?,0.6866
1,What is an interactive software system?,What are the main interaction components in a human-computer interaction system?,0.5961
2,What is a complex interactive computer system?,What are the main interaction components in a human-computer interaction system?,0.6984
3,What does make up the user interface of an interactive computer system?,What are the main interaction components in a human-computer interaction system?,0.7442
4,What is a User?,What are the possible user profiles and contexts considered in the interaction ontology?,0.4486
5,How can a user interact in human–computer interactions?,What are the main interaction components in a human-computer interaction system?,0.696
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is multimodality handled in designing adaptive interactive systems?,0.558
7,Why does a user intentionally interact with an interactive computer system?,What are the main interaction components in a human-computer interaction system?,0.5647
8,What does make up a complex user participation?,What are the core entities involved in human-computer interaction?,0.4963
9,What is a human–computer interaction?,What are the core entities involved in human-computer interaction?,0.7706
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the core entities involved in human-computer interaction?,0.4664
11,How is a user input processed by an interactive computer system?,What are the main interaction components in a human-computer interaction system?,0.575
12,How does a user receive an output from an interactive computer system?,What are the main interaction components in a human-computer interaction system?,0.4644
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main interaction components in a human-computer interaction system?,0.5584
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core entities involved in human-computer interaction?,0.4949
