,genCQs,best_expertCQs,best_cos_score
0,What are the main topics covered in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5408
1,How has the quantity of empirical evaluations in software engineering changed over the years?,How many empirical studies are by authors working for large software development companies?,0.6094
2,What are the common research methods used in empirical studies in Requirements Engineering?,How often are which empirical methods used?,0.5969
3,Which empirical research methods are least represented in the field of Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6075
4,How often are case studies used in empirical software engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7437
5,What proportion of empirical studies use quantitative versus qualitative methods?,How has the proportion of empirical studies evolved over time?,0.649
6,How frequently are mixed methods used in empirical software engineering research?,How often are which empirical methods used?,0.7161
7,What are the top challenges faced by researchers conducting empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.4893
8,How has the quality of empirical evaluations in software engineering evolved over the years?,How many empirical studies are by authors working for large software development companies?,0.558
9,What is the impact of peer-reviewed empirical studies on the field of Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5297
10,What types of data sources are commonly used in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5691
11,How often are students used as subjects in empirical software engineering experiments?,How often are which empirical methods used?,0.5914
12,What is the prevalence of industry-based studies versus academic studies in empirical software engineering research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6922
13,Are hypotheses commonly stated in empirical evaluations within the field of Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5389
14,How often are null and alternative hypotheses formally defined in empirical software engineering studies?,How many empirical studies are by authors working for large software development companies?,0.529
15,What is the rate of replication in empirical studies within Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5182
16,What are the common units of analysis in empirical software engineering studies?,How many empirical studies are by authors working for large software development companies?,0.6345
17,How often are field studies conducted in empirical software engineering research?,How many empirical studies are by authors working for large software development companies?,0.7351
18,What types of field studies are most common in empirical software engineering?,How many empirical studies are by authors working for large software development companies?,0.6675
