,genCQs,best_expertCQs,best_cos_score
0,What is the state of the art in empirical studies of Requirements Engineering (RE)?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5308
1,What is the strength of empirical evidence in empirical requirement engineering literature?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5524
2,Which era of RE research has shown maximum progress in terms of new advances?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6056
3,"Which country is frequently involved in RE research, and in which era did these countries show maximum progress?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.5557
4,In which context have these empirical studies of RE been carried out over the period of RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.713
5,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.708
6,What types of interventions have been proposed or investigated in RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5412
7,Which channels have published empirical studies of RE over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7107
8,"How are research methods, types, interventions, and domains related to RE core areas?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.546
9,Which research methods are frequently used in primary empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6944
10,What kind of research participants are frequently involved in primary RE studies?,How often are those who conduct the studies also the authors of the papers?,0.5824
11,Which data collection methods are frequently used in primary RE studies?,How often are which statistical methods used?,0.5984
12,What is the frequency of different research types in primary RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6112
13,How rigorous is the reported research in different RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6022
14,What are the trends in empirical research methods and their application in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7501
15,How have requirements elicitation techniques evolved in RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4828
16,What are the common themes in empirical RE studies in different industry sectors?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.63
17,What are the emerging areas of focus in RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6898
18,How does the geographic distribution of RE empirical studies relate to their findings?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6703
19,What are the significant research questions addressed in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7187
20,How do different RE interventions affect project outcomes in empirical studies?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4546
21,What metrics and criteria are used to evaluate empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6743
22,How do case studies and experiments compare in terms of frequency and findings in RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5687
23,Which RE journals and conferences have the highest impact based on empirical research contributions?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5846
24,What is the impact of empirical research on RE practices in the industry?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5697
25,How do empirical studies address non-functional requirements in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6097
26,What are the key findings of systematic literature reviews in the RE field?,How many publications are analyzed in (systematic literature) reviews?,0.7485
27,How do empirical studies in RE address the challenges of requirements validation and verification?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5108
28,What are the common problems identified in empirical studies of the RE process?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5481
29,How does practitioner involvement influence the findings of empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5568
30,What role do tools and techniques play in the empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6347
31,How has the focus on specific RE sub-areas shifted over time in empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7762
32,What are the evidence-based guidelines derived from empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6632
33,What are the recurring themes in the problems and solutions found in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6472
