,genCQs,best_expertCQs,best_cos_score
0,What are the most common practices in empirical requirements engineering (RE) research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6085
1,How has the frequency of case studies in RE research evolved over the years?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7605
2,What are the primary data collection methods used in RE empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6943
3,Which countries are most frequently involved in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5738
4,How do different industries approach RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6595
5,What is the evolution of RE empirical research methodologies over the past decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6999
6,Which journals and conferences are the primary publication venues for RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6844
7,What are the common challenges faced in conducting empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6383
8,How do empirical studies measure the success of RE interventions?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.526
9,What types of RE interventions are most commonly investigated through empirical research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5708
10,How do research methods differ across various RE empirical studies?,How has the number of empirical methods used per publication evolved over time?,0.7094
11,What are the trends in non-functional requirements research within RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5345
12,How is practitioners' involvement in RE empirical research changing over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6506
13,What are the emerging areas in RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7043
14,How rigorous is the empirical research reported in different RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7
15,How do RE studies evaluate the effectiveness of requirements elicitation techniques?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4537
16,What are the primary motivations behind conducting empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6933
17,How do empirical RE studies address requirements validation and verification?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5786
18,"What are the most cited empirical RE studies, and what impact have they had?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.7666
19,How do empirical studies in RE handle the variability and context of different projects?,How many empirical studies are by authors working for large software development companies?,0.5502
20,"Which RE techniques have been widely adopted in industry, and why?",How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5711
21,How do empirical RE studies address methodological rigor and validity?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6581
22,What is the relationship between research method and domain in empirical RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5851
23,How do empirical RE studies define and measure success factors?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6214
24,What are the typical research designs used in RE empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6485
25,How does the RE community perceive the usefulness of different research practices?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5838
26,What are the main findings of empirical studies on RE process improvement?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4423
27,How do RE empirical studies compare techniques for requirements management?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5604
28,What role do qualitative methods play in RE empirical research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.621
29,How do empirical studies in RE balance theory and practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5695
30,What empirical evidence exists about the practical adoption of RE practices?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5077
31,How do empirical studies approach the replication of RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6308
32,What are the common findings on the problems encountered in RE practice?, How do the authors justify the lack of a proper study?,0.4606
33,How does the empirical research in RE address the evolution of requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5671
34,What success factors have been identified for the industrial uptake of RE techniques?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5549
35,How do empirical studies integrate findings from the information systems community into RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6059
36,What lessons have been learned from empirical studies on multi-site development projects?,How many empirical studies are by authors working for large software development companies?,0.5785
37,How does the literature on RE research validity relate to empirical findings?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5855
38,What gaps and opportunities exist in the current empirical research on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.64
39,How do empirical studies address the scalability of RE techniques in practice?,How often are which empirical methods used?,0.5695
40,What are the research questions driving systematic mapping studies in RE?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.5406
41,How often are grounded theory approaches used in RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6368
42,"What are the relationships between usability, efficiency, and stakeholder satisfaction in empirical studies?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.483
