,genCQs,best_expertCQs,best_cos_score
0,What are the trends in empirical research in Requirements Engineering (RE) over the years?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.497
1,Which research methods are most frequently used in empirical studies of RE?,How often are which empirical methods used?,0.6984
2,What are the most common contexts where empirical RE studies have been conducted?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7793
3,What types of interventions have been proposed or investigated in empirical RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6038
4,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.708
5,What is the strength of empirical evidence in the RE literature?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.6802
6,What types of research participants are frequently involved in RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7368
7,Which data collection methods are frequently used in empirical RE research?,How often are which empirical methods used?,0.6954
8,What are the leading sub-areas of empirical research in RE?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.7833
9,Which countries are most frequently involved in empirical RE research?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6887
10,How has the field of RE empirical research changed over different eras?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7662
11,Which journals and conferences most frequently publish empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7262
12,"How do the phases of RE such as elicitation, analysis, and validation compare in terms of the amount of empirical research conducted?[0]",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5688
13,What are the main challenges in conducting empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6394
14,How rigorously is research in different RE sub-areas conducted?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5928
15,What future research directions are suggested for empirical RE studies?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6808
16,What are the emerging areas in empirical RE research?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.7081
17,How is the quality of empirical studies in the RE domain assessed?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6833
18,What motivates researchers to conduct empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6762
19,What is the importance of non-functional requirements in empirical RE research?[0],What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5784
20,How have requirements validation and verification been addressed in empirical RE studies?[0],What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5671
21,What roles do case studies and experiments play in empirical RE research?[0],How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7036
22,How important is the practitioner's involvement in empirical RE research?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6169
23,How do research methods used in RE compare with those in other empirical software engineering domains?[0],"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.553
24,What are the trends in RE process improvement research?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5243
25,How has empirical research on requirements elicitation evolved?[0],How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4987
26,What evidence supports the effectiveness of different RE techniques and methods?,Which methods are used to synthesize evidence from data of different empirical methods?,0.554
27,How often are empirical studies in RE replicated to validate findings?,How often are which empirical methods used over time?,0.6394
28,What are the gaps in empirical research in RE that need further investigation?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6719
29,What kinds of questions are typically asked in empirical studies to understand RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6385
30,How do empirical studies address the complexity of views in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6119
31,What patterns of meaning are derived from empirical research in RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6619
