,genCQs,best_expertCQs,best_cos_score
0,What is the current state of empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5397
1,Which research methods are most frequently employed in empirical studies in Requirements Engineering?,How often are which empirical methods used?,0.6268
2,Which countries are leading in empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5049
3,What are the emerging trends in empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5109
4,How has the participation of different countries in Requirements Engineering research evolved over time?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4852
5,What types of interventions are proposed or investigated in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5344
6,In which academic journals or conferences are empirical Requirements Engineering studies published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.523
7,How are research methods related to core areas of Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.433
8,What types of data collection techniques are used in empirical Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5687
9,What is the strength of empirical evidence in Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5604
10,How rigorous is the reported research in different core areas of Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4108
11,What are the common practices in designing empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5727
12,What are the common practices in reporting empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5577
13,What are the challenges duality between academic research and industrial practice in Requirements Engineering?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.397
14,What evidence do we have about current Requirements Engineering practices?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4356
15,What further evidence is needed to understand Requirements Engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4461
16,How has the use of empirical research cycles evolved in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5291
17,How frequently are empirical research designs and reports validated in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5599
18,Which practices are considered useful for designing and reporting empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5788
19,What type of questions should be asked to understand current practices in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4069
20,How can the current state of knowledge related to Requirements Engineering be improved?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.378
21,What are the perceived usefulness ratings for different recommended practices in empirical research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.534
22,What instruments are commonly used for measurement in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5774
23,What procedures are followed for performing measurements in empirical research?,How often are which empirical methods used?,0.6802
24,What are the common practices on contextualization of empirical research problems in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5338
25,What are the ethical considerations taken into account in empirical research related to human subjects in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4228
26,How do researchers justify the representativeness of the objects of study?, How do the authors justify the lack of a proper study?,0.5885
27,What is the usual practice for defining the population in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5277
28,What are the most applied practices for enabling better research design?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5487
29,To what extent do researchers consider the validity of their measurements and treatment instruments?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6809
30,How are deviations from study plans reported during the execution of empirical research?,Do the authors report the selected context of their study with specific characteristics?,0.5824
31,What types of questions are typically asked in broad surveys about Requirements Engineering practices?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.3882
32,How does the review process validate the interventions described in empirical interventions?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6155
33,"What is the frequency of different research types (qualitative, quantitative) in Requirements Engineering?",How many empirical studies are by authors working for large software development companies?,0.4786
34,How do empirical studies in Requirements Engineering ensure operational validity?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5453
35,What are the common limitations faced in structuring empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5464
36,How are empirical research studies classified in terms of their validity and reliability?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.7274
37,What factors affect the quality of empirical research reporting in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5221
38,What are the proposed frameworks for organizing empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5434
39,How do researchers evaluate the consistency of empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5262
40,What are the major findings from fine-grained analyses of Requirements Engineering processes?,How do the authors justify the selection and combination of empirical methods and design elements?,0.3978
41,How do researchers contextualize empirical research problems in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5295
42,What are the indicators of rigor in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5545
43,How does the level of empirical evidence in Requirements Engineering compare to other disciplines like Medicine?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4592
44,How can we better synthesize the results of heterogeneous studies in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.43
45,What is the role of conceptual frameworks in Requirements Engineering research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5317
46,How do empirical studies address the issue of fluctuating and conflicting requirements?,How has the proportion of empirical studies evolved over time?,0.5395
