,genCQs,best_expertCQs,best_cos_score
0,What is the state of the art in empirical studies of Requirements Engineering (RE)?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5308
1,What trends are observable in empirical Requirements Engineering research over the past decade?,How many empirical studies are by authors working for large software development companies?,0.512
2,How has the geographical distribution of empirical RE research contributions evolved?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6328
3,What are the main research methods used in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.617
4,What evidence exists for the effectiveness of different RE techniques in industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5636
5,What are the most frequently investigated themes in empirical RE literature?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6707
6,How have different RE knowledge areas evolved over time in empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6545
7,What types of data collection methods are most commonly used in empirical RE?,How often are which empirical methods used?,0.7254
8,What are the most common contexts in which empirical RE studies have been conducted?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7739
9,How rigorous is the reported research in different core areas of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6176
10,Which research methods are considered most effective by practitioners in empirical RE?,How often are which empirical methods used?,0.7394
11,What are the success factors identified in empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5906
12,How do different empirical research methods compare in addressing RE challenges?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6003
13,What are the common problems reported in empirical studies of RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5691
14,How frequently are case study methodologies used in empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.76
15,What role do expert opinions play in empirical RE validation research?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.4974
16,What are the emerging areas of interest in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7521
17,How do empirical studies address the gap between RE research and practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6344
18,What are the main interventions proposed in empirical RE and their effectiveness?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5691
19,Which countries lead in contributing to empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6406
