,genCQs,best_expertCQs,best_cos_score
0,What are the recent trends in empirical research in requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5059
1,Which research methods are most commonly used in empirical RE studies?,How often are which empirical methods used?,0.7552
2,What types of data collection methods are prevalent in empirical RE research?,How often are which empirical methods used?,0.6713
3,How has empirical research in RE evolved over the years?,How has the proportion of empirical studies evolved over time?,0.787
4,What are the core areas of requirements engineering that have been the focus of empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5151
5,Which countries are leading in empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6738
6,What empirical approaches are utilized to study the requirements elicitation process?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4667
7,What evidence exists about the effectiveness of RE techniques in industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5444
8,How do researchers validate RE methods through empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6516
9,Which non-functional requirements are most researched in empirical RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5888
10,What is the role of case studies in empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7238
11,How do experiments contribute to empirical research in RE?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6402
12,What are the main challenges faced in empirical studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6321
13,How is empirical research in RE disseminated through journals and conferences?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6336
14,What are the successful factors identified in empirical research related to RE processes?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5628
15,How often are surveys used in empirical research on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6644
16,What are the common practices regarding the design and reporting of empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.602
17,How do empirical studies evaluate new interventions in RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6118
18,What are the identified gaps in empirical research on requirements validation and verification?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4589
19,What is the impact of empirical research on RE practices in small and medium enterprises?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5412
20,How do empirical RE studies address the evolution of requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.591
21,How is the RE process improved through empirical evidence?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5435
22,What empirical methods are used to study the usability of RE tools?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5308
23,How significant is the involvement of practitioners in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5968
24,What are the emerging areas in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7182
