,genCQs,best_expertCQs,best_cos_score
0,What is the current state of empirical research in Requirements Engineering (RE)?[0],What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5732
1,Which RE knowledge areas have seen the most empirical studies?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6724
2,What trends have been identified in empirical RE research over the years?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.7357
3,How has empirical research in RE evolved since the year 2000?[0],How has the proportion of empirical studies evolved over time?,0.7847
4,Which countries have been most active in publishing empirical RE research?[4],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6376
5,How have different countries contributed to empirical RE research over different eras?[4],Which sub-fields of SE and RE do the empirical studies cover over time?,0.675
6,In which contexts have empirical RE studies been carried out?[4],Which sub-fields of SE and RE do the empirical studies cover over time?,0.7749
7,What types of interventions have been proposed or investigated in RE research?[4],"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5426
8,Through which channels are empirical RE studies typically published?[4],Which sub-fields of SE and RE do the empirical studies cover over time?,0.7253
9,"How are research methods, intervention types, and domains related to RE core areas?[4]",Which sub-fields of SE and RE do the empirical studies cover over time?,0.5257
10,Which research method is most frequently used in primary empirical RE studies?[4],How often are which empirical methods used?,0.7393
11,What kind of research participants are frequently involved in empirical RE studies?[4],Which sub-fields of SE and RE do the empirical studies cover over time?,0.741
12,Which data collection methods are frequently used in empirical RE research?[4],How often are which empirical methods used?,0.6993
13,What is the frequency of different research types in primary empirical RE studies?[4],Which sub-fields of SE and RE do the empirical studies cover over time?,0.686
14,How rigorous is the reported research in different RE core areas?[4],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6163
15,What emerging areas have been identified in empirical RE research?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6941
16,What are the key challenges faced in Requirements Elicitation according to empirical evidence?[0],How do the authors justify the selection and combination of empirical methods and design elements?,0.4422
17,How should empirical knowledge in Requirements Elicitation be organized for practical application?[0],What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4947
18,What domains have seen the most empirical studies related to Requirements Elicitation?[0],How do the authors justify the selection and combination of empirical methods and design elements?,0.472
19,How has empirical research related to RE processes evolved?[19],Which sub-fields of SE and RE do the empirical studies cover over time?,0.657
20,How has the focus on Requirements Validation and Verification changed over the years?[20],How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4077
21,How are Non-Functional Requirements addressed in empirical RE research?[20],What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6127
22,"What kind of guidelines, techniques, and processes are prevalent in empirical RE studies?[22]",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6926
23,How should existing empirical studies on RE be replicated in real contexts?[20],Which sub-fields of SE and RE do the empirical studies cover over time?,0.5992
24,What are the best practices and patterns in RE according to empirical research?[19],What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6149
25,What is the significance of empirical research in Requirements Planning and Management?[25],What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5725
26,How have surveys and experience reports contributed to RE research?[22],How has the reporting of research questions and answers evolved over time?,0.5716
27,Which RE sub-areas lack empirical research and need more attention?[22],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6933
28,How does the empirical research output in small- and medium-sized enterprises (SMEs) compare to that in large companies?[19],How many empirical studies are by authors working for large software development companies?,0.6059
29,What are the most common themes and trends emerging from RE empirical studies?[0],Which sub-fields of SE and RE do the empirical studies cover over time?,0.6875
30,What specific challenges do researchers face when aggregating empirical results in RE?[30],Which sub-fields of SE and RE do the empirical studies cover over time?,0.5737
31,Which research methods are most effective for studying various RE phenomena?,How often are which empirical methods used?,0.5587
32,How prevalent are experimental research methods in empirical RE studies?[0],"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6978
