,genCQs,best_expertCQs,best_cos_score
0,What are the major trends in empirical research within the field of Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5164
1,Which areas of RE have received the most empirical research attention?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7256
2,What methods are predominantly used in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7454
3,How has the focus of empirical RE research shifted over different time periods?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7757
4,What types of interventions are most commonly proposed in empirical RE studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6277
5,Which countries are leading in publishing empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6349
6,What are the emerging research areas within empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7006
7,Which RE sub-areas have seen decreasing trends in empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7231
8,Which RE sub-areas need more empirical research attention according to current trends?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7245
9,How do different RE knowledge areas compare in terms of empirical research output?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5469
10,What are the frequently used data collection methods in empirical RE studies?,How often are which empirical methods used?,0.7269
11,How rigorous is the evidence provided by empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6786
12,What is the role of case studies in empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7238
13,What is the role of experiments in empirical RE research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6083
14,To what extent are experience reports present in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6271
15,How are requirements validation and verification addressed in empirical RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5359
16,How has the involvement of practitioners influenced empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.616
17,How do empirical RE studies address non-functional requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6042
18,To what extent are guidelines and frameworks proposed in empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.7015
19,Which publication channels are most common for empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7011
20,How do RE process improvements feature in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5184
21,How do different research methods relate to specific RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.557
