,genCQs,best_expertCQs,best_cos_score
0,What methodologies are predominantly used in empirical studies of Requirements Engineering (RE)?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5889
1,Which data collection techniques are frequently applied in RE empirical research?,How often are which empirical methods used?,0.6707
2,What are the core areas of RE that have been extensively researched empirically?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7006
3,Which countries are most active in publishing empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6049
4,What are the trends in empirical research in requirements elicitation?,How many empirical studies are by authors working for large software development companies?,0.5046
5,How has empirical research in RE evolved over time?,How has the proportion of empirical studies evolved over time?,0.7894
6,What are the major challenges identified in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6526
7,How often are empirical studies in RE replicated?,How often are which empirical methods used over time?,0.6889
8,What influence do contextual factors have on the outcomes of RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5751
9,What is the focus of empirical studies on RE process improvement?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4797
10,How do empirical studies in RE address non-functional requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6012
11,What emerging areas in RE research lack empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6786
12,What are the most common domains of application for RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7303
13,How do researchers measure the effectiveness of RE techniques in empirical studies?,How often are which empirical methods used?,0.6207
14,What are the success factors identified in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6038
15,How is empirical evidence in RE synthesized to inform practice?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6204
16,What types of interventions are proposed or investigated in RE empirical research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6338
17,How rigorous is the reporting of research methods in empirical RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6918
18,What are the practical implications of empirical research findings in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6512
19,What gaps exist in current empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7016
