,genCQs,best_expertCQs,best_cos_score
0,What is the state of the art in empirical studies of Requirements Engineering (RE)?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5308
1,What is the strength of empirical evidence in RE literature?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.6753
2,Which era of RE research has seen the most progress in terms of new advances?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.6392
3,"Which country is most frequently involved in RE research, and in which era did these countries show maximum progress?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.56
4,In which contexts have empirical studies of RE been carried out over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7874
5,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.708
6,What types of interventions have been proposed or investigated in RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5412
7,In which channels are empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6989
8,"How are research methods, types, interventions, and domains related to RE core areas?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.546
9,Which research method is most frequently used in primary studies of RE?,How often are which statistical methods used?,0.6043
10,What kinds of research participants are often involved in primary studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6072
11,Which data collection method is frequently used in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5601
12,What is the frequency of different research types in primary RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6112
13,How rigorous is the reported research in different RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6022
14,What are the major focus areas in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7021
15,What challenges and opportunities exist in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6472
16,How has the focus on non-functional requirements in RE evolved?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4379
17,What are the emerging areas within non-functional requirements in RE that require more empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5671
18,What trends in empirical RE research are visible since the year 2000?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7633
19,How is the empirical work in requirements validation and verification trending?,How do the authors justify the selection and combination of empirical methods and design elements?,0.473
20,What are the common research methods used in RE empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7359
21,How often are case studies used compared to experiments and experience reports in RE empirical studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7341
22,What are the most common types of interventions proposed in RE empirical research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6389
23,How has the industry's involvement in RE empirical research evolved over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6696
24,What further empirical evidence is needed in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6442
25,How do different countries contribute to the global landscape of RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6259
26,What are the issues faced by RE empirical research in transferring knowledge from academia to industry?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5
27,What factors influence the adoption of RE practices in the industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5566
28,How do strategic requirements affect the success of software projects?,How many empirical studies are by authors working for large software development companies?,0.4332
29,What role does standardized terminology play in capturing the context of RE projects?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4982
