,genCQ,expertCQ,cos_score
0,What are the standard terminologies and metrics used in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.7308
1,What methodologies are commonly used in empirical studies on RE?,How often are which empirical methods used?,0.7204
2,What methodologies are commonly used in empirical studies on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6895
3,What are the methodological considerations for replicating empirical studies on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6844
4,What methodologies are commonly used in empirical studies on RE?,How often are which empirical methods used over time?,0.6834
5,What role do case studies play in empirical research on RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6816
6,What are the standard terminologies and metrics used in empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6771
7,What are the critical areas for future empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6702
8,What methodologies are commonly used in empirical studies on RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6645
9,How is empirical research in RE different from empirical research in other fields of software engineering?,How many empirical studies are by authors working for large software development companies?,0.6591
10,What methodologies are commonly used in empirical studies on RE?,How many different empirical methods are used per publication?,0.6548
11,What methodologies are commonly used in empirical studies on RE?,How has the number of empirical methods used per publication evolved over time?,0.6391
12,What are the common gaps identified between RE theory and practice?,How many theories from the SE and RE are there?,0.6325
13,How have empirical studies contributed to the development of RE methodologies and tools?,How has the number of empirical methods used per publication evolved over time?,0.6310
14,What methodologies are commonly used in empirical studies on RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6289
15,What methodological challenges are faced when conducting empirical research on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6275
16,How have empirical studies addressed the strategic versus operational requirements in RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6272
17,How have empirical studies addressed the strategic versus operational requirements in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6269
18,How do empirical studies contribute to the development of RE standards and frameworks?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6237
19,What role do case studies play in empirical research on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6198
20,How have empirical studies contributed to the development of RE methodologies and tools?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6189
21,How have empirical studies contributed to the development of RE methodologies and tools?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6136
22,How do empirical studies contribute to the development of RE standards and frameworks?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6135
23,How is empirical research in RE different from empirical research in other fields of software engineering?,How has the number of empirical methods used per publication evolved over time?,0.6134
24,How is empirical research in RE different from empirical research in other fields of software engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6132
25,What are the standard terminologies and metrics used in empirical RE research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.6122
26,How have empirical studies contributed to the development of RE methodologies and tools?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6118
27,How is empirical research in RE different from empirical research in other fields of software engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6117
28,How is empirical research in RE different from empirical research in other fields of software engineering?,How often are which empirical methods used?,0.6113
29,How have empirical studies contributed to the development of RE methodologies and tools?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6105
30,How is empirical research in RE different from empirical research in other fields of software engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6096
31,What are the common themes found in surveys and grounded theory studies on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6081
32,How have empirical studies contributed to the development of RE methodologies and tools?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6073
33,How have empirical studies contributed to the development of RE methodologies and tools?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6059
34,How is empirical research in RE different from empirical research in other fields of software engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6044
35,What are the standard terminologies and metrics used in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6003
36,How do qualitative and quantitative results differ in the context of empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5969
37,How is empirical research in RE different from empirical research in other fields of software engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5966
38,How have empirical studies addressed the strategic versus operational requirements in RE?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5963
39,How do qualitative and quantitative results differ in the context of empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5959
40,What are the critical areas for future empirical research in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5958
41,How do empirical studies contribute to the development of RE standards and frameworks?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5954
42,How have empirical studies contributed to the development of RE methodologies and tools?,How often are which empirical methods used over time?,0.5919
43,What methodologies are commonly used in empirical studies on RE?,How often are which statistical methods used?,0.5909
44,How do empirical studies contribute to the development of RE standards and frameworks?,How has the use of standards to describe the theories incorporated evolved over time?,0.5906
45,How have empirical studies contributed to the development of RE methodologies and tools?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5905
46,How have empirical studies contributed to the development of RE methodologies and tools?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5900
47,How is empirical research in RE different from empirical research in other fields of software engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5891
48,How is empirical research in RE different from empirical research in other fields of software engineering?,How has the proportion of empirical studies evolved over time?,0.5887
49,How do empirical studies contribute to the development of RE standards and frameworks?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5884
50,What methodologies are commonly used in empirical studies on RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5878
51,How do empirical findings guide the refinement of RE methodologies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5861
52,What methodologies are commonly used in empirical studies on RE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5851
53,What are the standard terminologies and metrics used in empirical RE research?,How often are which empirical methods used?,0.5842
54,How is empirical research in RE different from empirical research in other fields of software engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5825
55,What are the standard terminologies and metrics used in empirical RE research?,How many different empirical methods are used per publication?,0.5822
56,What methodologies are commonly used in empirical studies on RE?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5821
57,How is empirical research in RE different from empirical research in other fields of software engineering?,How many different empirical methods are used per publication?,0.5811
58,How have empirical studies contributed to the development of RE methodologies and tools?,How often are which empirical methods used?,0.5808
59,What methodological challenges are faced when conducting empirical research on RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5804
60,What methodologies are commonly used in empirical studies on RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5804
61,What are the broad themes identified in large-scale empirical studies on RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5788
62,What methodologies are commonly used in empirical studies on RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5763
63,What evidence is available about current RE practices in industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5759
64,What are the key findings from cross-industry empirical studies on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5756
65,What are the methodological considerations for replicating empirical studies on RE?,How has the proportion of empirical studies evolved over time?,0.5743
66,How is empirical research in RE different from empirical research in other fields of software engineering?,How often are which empirical methods used over time?,0.5737
67,What are the common success metrics used in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5721
68,How is the effectiveness of RE practices assessed in empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5707
69,What are the common strategies for collecting and analyzing data in RE studies?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5704
70,How do empirical studies contribute to the development of RE standards and frameworks?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.5701
71,How have empirical studies contributed to the development of RE methodologies and tools?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5672
72,What are the common success metrics used in empirical RE research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5666
73,"How do different empirical research designs (qualitative, quantitative, mixed methods) contribute to our understanding of RE practice?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5665
74,How is the effectiveness of RE practices assessed in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5665
75,What are the trends in RE tool usage according to empirical studies?,How often are which empirical methods used over time?,0.5653
76,What are the trends in RE tool usage according to empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5639
77,What are the common success metrics used in empirical RE research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5636
78,What methodological challenges are faced when conducting empirical research on RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5635
79,How do empirical findings guide the refinement of RE methodologies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5635
80,How do empirical findings guide the refinement of RE methodologies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5625
81,What are the common strategies for collecting and analyzing data in RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5608
82,How is the effectiveness of RE practices assessed in empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5602
83,What methodologies are commonly used in empirical studies on RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5590
84,What are the common strategies for collecting and analyzing data in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5580
85,What methodological challenges are faced when conducting empirical research on RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5580
86,What are the methodological considerations for replicating empirical studies on RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5572
87,"How do different empirical research designs (qualitative, quantitative, mixed methods) contribute to our understanding of RE practice?",Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5563
88,How has the gap between research and practice in RE been addressed over the past decade?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5562
89,How do empirical studies address the variability in RE processes across different project types?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5537
90,What are the standard terminologies and metrics used in empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5526
91,What role do case studies play in empirical research on RE?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5526
92,What are the critical areas for future empirical research in RE?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5526
93,How is empirical research in RE different from empirical research in other fields of software engineering?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5524
94,What are the methodological considerations for replicating empirical studies on RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5519
95,How have empirical studies contributed to the development of RE methodologies and tools?,How many different empirical methods are used per publication?,0.5514
96,What are the methodological considerations for replicating empirical studies on RE?,How often are which empirical methods used?,0.5509
97,How is empirical research in RE different from empirical research in other fields of software engineering?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5509
98,What are the trends in RE tool usage according to empirical studies?,How has the number of empirical methods used per publication evolved over time?,0.5497
