,genCQ,expertCQ,cos_score
0,How do case studies inform RE empirical methodologies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7893
1,How has the role of empirical research in RE evolved over time?,How has the proportion of empirical studies evolved over time?,0.7547
2,"What methodologies are less frequently used in empirical software engineering, according to the document?",How often are which empirical methods used?,0.7384
3,What are the current terminologies used in empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.7312
4,What is the role of case studies in empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7238
5,How has the role of empirical research in RE evolved over time?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.7215
6,What are typical research agendas focused on empirical methods in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7215
7,What specific methods for data collection and analysis are used in RE empirical research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7126
8,What are the distinct characteristics of quantitative empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7125
9,What are the current terminologies used in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7106
10,What are typical research agendas focused on empirical methods in RE?,How often are which empirical methods used?,0.7040
11,How has the role of empirical research in RE evolved over time?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6984
12,How has the role of empirical research in RE evolved over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6962
13,"What methodologies are less frequently used in empirical software engineering, according to the document?",How many different empirical methods are used per publication?,0.6941
14,What are typical research agendas focused on empirical methods in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6831
15,How do empirical studies contribute to the theory-building in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6823
16,What are the most frequently cited problems in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6822
17,What tools and techniques are essential according to empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6818
18,What are the common empirical research design elements in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6811
19,What are the established best practices in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6807
20,What are typical research agendas focused on empirical methods in RE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6799
21,"What methodologies are less frequently used in empirical software engineering, according to the document?",How often are which empirical methods used over time?,0.6771
22,How can researchers overcome the complexity of empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6769
23,What specific methods for data collection and analysis are used in RE empirical research?,How often are which empirical methods used?,0.6765
24,"What methodologies are less frequently used in empirical software engineering, according to the document?",How has the number of empirical methods used per publication evolved over time?,0.6764
25,What are typical research agendas focused on empirical methods in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6741
26,What are the prevalent problems in RE as identified by empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6718
27,"What methodologies are less frequently used in empirical software engineering, according to the document?",How do the authors justify the selection and combination of empirical methods and design elements?,0.6714
28,What are the current terminologies used in empirical RE studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6707
29,How are mixed methods applied in RE empirical research?,How often are which empirical methods used?,0.6701
30,How can future RE empirical studies improve current methodologies?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.6698
31,What are the distinct characteristics of quantitative empirical studies in RE?,How has the proportion of empirical studies evolved over time?,0.6681
32,What theories are commonly tested in RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6660
33,What are typical research agendas focused on empirical methods in RE?,How has the number of empirical methods used per publication evolved over time?,0.6637
34,What are the distinct characteristics of quantitative empirical studies in RE?,How often are which empirical methods used?,0.6624
35,How do empirical studies contribute to the theory-building in RE?,How many studies incorporate theories?,0.6620
36,What tools and techniques are essential according to empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6619
37,How are the results of empirical RE studies aggregated for analysis?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6605
38,What types of empirical research methods are used in Requirements Engineering (RE)?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6594
39,What specific methods for data collection and analysis are used in RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6563
40,How are mixed methods applied in RE empirical research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6557
41,How can researchers overcome the complexity of empirical studies in RE?,How has the proportion of empirical studies evolved over time?,0.6557
42,What are typical research agendas focused on empirical methods in RE?,How often are which empirical methods used over time?,0.6556
43,What are typical research agendas focused on empirical methods in RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6553
44,What broad surveys have been conducted to gather data on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6551
45,How do empirical studies contribute to the theory-building in RE?,How many theories from the SE and RE are there?,0.6549
46,What are typical research agendas focused on empirical methods in RE?,How many different empirical methods are used per publication?,0.6543
47,What are the common methods of validating RE techniques through empirical research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6539
48,What tools and techniques are essential according to empirical RE studies?,How often are which empirical methods used?,0.6535
49,What tools and techniques are essential according to empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6530
50,What specific methods for data collection and analysis are used in RE empirical research?,How often are which empirical methods used over time?,0.6526
51,What are the common empirical research design elements in RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6508
52,What are the challenges in synthesizing empirical evidence in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6497
53,What are the main findings of empirical RE studies conducted in Germany and Australia?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6494
54,What are typical research agendas focused on empirical methods in RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6490
55,What are typical research agendas focused on empirical methods in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6481
56,What are the main motivations behind conducting empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6473
57,What specific methods for data collection and analysis are used in RE empirical research?,How many different empirical methods are used per publication?,0.6473
58,What are typical research agendas focused on empirical methods in RE?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6464
