,genCQ,expertCQ,cos_score
0,What types of empirical methods are most commonly used in current SE research?,How often are which empirical methods used?,0.8428
1,In what areas of SE are empirical methods underutilized?,How often are which empirical methods used?,0.8073
2,What types of empirical methods are most commonly used in current SE research?,How many different empirical methods are used per publication?,0.7873
3,What types of empirical methods are most commonly used in current SE research?,How often are which empirical methods used over time?,0.7838
4,What are the most common statistical methods used in empirical SE research?,How often are which empirical methods used?,0.7706
5,What types of empirical methods are most commonly used in current SE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7683
6,What types of empirical methods are most commonly used in current SE research?,How has the number of empirical methods used per publication evolved over time?,0.7614
7,How has the focus on empirical SE evolved over the past decades?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7609
8,What are the most common statistical methods used in empirical SE research?,How often are which statistical methods used?,0.7606
9,How can the relevance of empirical studies to practical software development be increased?,How many empirical studies are by authors working for large software development companies?,0.7581
10,In what areas of SE are empirical methods underutilized?,How many different empirical methods are used per publication?,0.7521
11,What role do case studies play in empirical SE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7507
12,How can we systematically review and synthesize empirical studies in software engineering?,How many empirical studies are by authors working for large software development companies?,0.7332
13,In what areas of SE are empirical methods underutilized?,How often are which empirical methods used over time?,0.7287
14,In what areas of SE are empirical methods underutilized?,How has the number of empirical methods used per publication evolved over time?,0.7287
15,What are the most common statistical methods used in empirical SE research?,How often are which empirical methods used over time?,0.7263
16,What are the most common statistical methods used in empirical SE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7225
17,What are the most common statistical methods used in empirical SE research?,How many different empirical methods are used per publication?,0.7206
18,How has the focus on empirical SE evolved over the past decades?,How has the proportion of empirical studies evolved over time?,0.7167
19,In what areas of SE are empirical methods underutilized?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7159
20,How do empirical research methods vary across different subfields of software engineering?,How has the number of empirical methods used per publication evolved over time?,0.7120
21,How can the reproducibility of empirical studies in software engineering be improved?,How many empirical studies are by authors working for large software development companies?,0.7100
22,How can the trade-offs among different empirical methods be managed in SE research?,How has the number of empirical methods used per publication evolved over time?,0.7097
23,In what areas of SE are empirical methods underutilized?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7096
24,What are the limitations of current empirical methods in SE research?,How has the number of empirical methods used per publication evolved over time?,0.7095
25,What are the critical challenges faced by researchers in conducting empirical studies in software engineering?,How many empirical studies are by authors working for large software development companies?,0.7093
26,How can the trade-offs among different empirical methods be managed in SE research?,How many different empirical methods are used per publication?,0.7085
27,How can the trade-offs among different empirical methods be managed in SE research?,How often are which empirical methods used?,0.7066
28,What are the main sources of data for conducting empirical research in software engineering?,How many empirical studies are by authors working for large software development companies?,0.7034
29,How do empirical research methods vary across different subfields of software engineering?,How often are which empirical methods used?,0.7033
30,What types of empirical methods are most commonly used in current SE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7008
31,What types of empirical methods are most commonly used in current SE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6990
32,How can the trade-offs among different empirical methods be managed in SE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6987
33,What are the most common statistical methods used in empirical SE research?,How has the number of empirical methods used per publication evolved over time?,0.6971
34,How do empirical research methods improve the quality of software engineering studies?,How many empirical studies are by authors working for large software development companies?,0.6971
35,"What is the current state of empirical research in SE, and what improvements are necessary?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6959
36,What are the criteria for selecting appropriate empirical methods for specific SE research questions?,How often are which empirical methods used?,0.6941
37,What are the key components of a systematic literature review in software engineering?,How many publications are analyzed in (systematic literature) reviews?,0.6937
38,How do empirical research methods vary across different subfields of software engineering?,How many empirical studies are by authors working for large software development companies?,0.6937
39,What are the major gaps in current empirical SE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6937
40,What are the implications of empirical research findings for software engineering practice?,How many empirical studies are by authors working for large software development companies?,0.6931
41,What are the emerging trends in empirical research methods in software engineering?,How many empirical studies are by authors working for large software development companies?,0.6929
42,How do empirical methods help in evaluating SE tools and techniques?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6912
43,What are the criteria for selecting appropriate empirical methods for specific SE research questions?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6912
44,How do empirical methods help in evaluating SE tools and techniques?,How often are which empirical methods used?,0.6904
45,What are the limitations of current empirical methods in SE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6868
46,What tools and technologies support the execution of empirical studies in software engineering?,How many empirical studies are by authors working for large software development companies?,0.6857
47,What are the limitations of current empirical methods in SE research?,How often are which empirical methods used?,0.6845
48,What are the limitations of current empirical methods in SE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6841
49,What are the criteria for selecting appropriate empirical methods for specific SE research questions?,How many different empirical methods are used per publication?,0.6832
50,What are the innovative approaches to empirical research in software engineering?,How many empirical studies are by authors working for large software development companies?,0.6831
51,How can empirical SE research contribute to better software project management?,How many empirical studies are by authors working for large software development companies?,0.6830
52,How do empirical research methods vary across different subfields of software engineering?,How many different empirical methods are used per publication?,0.6815
53,How can the trade-offs among different empirical methods be managed in SE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6801
54,What methods are used to assess the generalizability of empirical SE study findings?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6795
55,What methods are used to assess the generalizability of empirical SE study findings?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6794
56,What are the potential biases in empirical SE studies and how can they be mitigated?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6781
57,What methods are used to assess the generalizability of empirical SE study findings?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6769
58,How do empirical research methods vary across different subfields of software engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6769
59,What are the key components of a systematic literature review in software engineering?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6749
60,How do we categorize and classify empirical studies in SE for better synthesis?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6747
61,How can the relevance of empirical studies to practical software development be increased?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6744
62,What are the primary data collection methods in empirical SE research?,How often are which empirical methods used?,0.6731
63,In what areas of SE are empirical methods underutilized?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6714
64,What types of empirical methods are most commonly used in current SE research?,How often are which statistical methods used?,0.6711
65,What are the primary data collection methods in empirical SE research?,How many different empirical methods are used per publication?,0.6695
66,What are the strategies for effectively combining different empirical research methods in SE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6691
67,How do empirical research methods vary across different subfields of software engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6690
68,What are the key factors influencing the success of empirical SE studies in industrial contexts?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6688
69,How do empirical research methods vary across different subfields of software engineering?,How often are which empirical methods used over time?,0.6686
70,What are the common threats to the validity of empirical studies in SE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6679
71,How can empirical studies in SE be made more comprehensive and cost-effective?,How has the proportion of empirical studies evolved over time?,0.6652
72,What are the potential biases in empirical SE studies and how can they be mitigated?,How do the authors justify preventing bias in the study results?,0.6640
73,What are the key components of a systematic literature review in software engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6639
74,How can empirical studies in SE be made more comprehensive and cost-effective?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6629
75,What are the limitations of current empirical methods in SE research?,How many different empirical methods are used per publication?,0.6619
76,What methods are used to assess the generalizability of empirical SE study findings?,How often are which empirical methods used?,0.6613
77,How can empirical research methods be adapted to rapidly changing SE environments?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6595
78,How has the focus on empirical SE evolved over the past decades?,How has the number of empirical methods used per publication evolved over time?,0.6570
79,What are the most common statistical methods used in empirical SE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6568
80,What are the primary data collection methods in empirical SE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6553
81,How can the trade-offs among different empirical methods be managed in SE research?,How often are which empirical methods used over time?,0.6540
82,What are the criteria for selecting appropriate empirical methods for specific SE research questions?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6540
83,How do empirical methods help in evaluating SE tools and techniques?,How many different empirical methods are used per publication?,0.6531
84,What are the limitations of current empirical methods in SE research?,How often are which empirical methods used over time?,0.6521
85,What are the common threats to the validity of empirical studies in SE?,What types of threats to validity do the authors report?,0.6498
86,How can empirical research methods in SE evolve to address future challenges?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6488
87,How can empirical SE studies be designed to support decision-making in software development?,How many empirical studies are by authors working for large software development companies?,0.6475
88,How do empirical methods help in evaluating SE tools and techniques?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6458
89,How can empirical research methods in SE evolve to address future challenges?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6448
90,What are the best strategies for replicating empirical studies in software engineering?,How many empirical studies are by authors working for large software development companies?,0.6434
91,In what areas of SE are empirical methods underutilized?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6430
92,How can empirical research methods in SE evolve to address future challenges?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6407
93,How do empirical methods help in evaluating SE tools and techniques?,How has the number of empirical methods used per publication evolved over time?,0.6406
94,What are the strategies for effectively combining different empirical research methods in SE?,How many different empirical methods are used per publication?,0.6399
95,What are the emerging trends in empirical research methods in software engineering?,How has the number of empirical methods used per publication evolved over time?,0.6393
96,What types of empirical methods are most commonly used in current SE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6387
97,How do empirical research methods vary across different subfields of software engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6375
98,How do empirical methods help in evaluating SE tools and techniques?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6358
99,What are the criteria for selecting appropriate empirical methods for specific SE research questions?,How has the number of empirical methods used per publication evolved over time?,0.6348
100,How do different SE forums contribute to the growth of empirical research in the field?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6344
101,What types of empirical methods are most commonly used in current SE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6341
102,What are the primary data collection methods in empirical SE research?,How has the number of empirical methods used per publication evolved over time?,0.6340
103,What are the common threats to the validity of empirical studies in SE?,How has the proportion of empirical studies evolved over time?,0.6340
104,What are the key components of a systematic literature review in software engineering?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.6322
105,What are the most common statistical methods used in empirical SE research?,How has the use of statistical methods evolved over time?,0.6321
106,How can empirical studies in SE be made more comprehensive and cost-effective?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6318
107,How can we systematically review and synthesize empirical studies in software engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6316
108,What are the key metrics for evaluating the success of empirical SE studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6309
109,What are the limitations of current empirical methods in SE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6305
110,What are the key metrics for evaluating the success of empirical SE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6305
111,What types of empirical methods are most commonly used in current SE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6301
112,How can empirical methods help in understanding the human factors in software engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6293
113,What are the criteria for selecting appropriate empirical methods for specific SE research questions?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6287
114,What methods are used to assess the generalizability of empirical SE study findings?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6283
115,What methods are used to assess the generalizability of empirical SE study findings?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6282
116,What are the key metrics for evaluating the success of empirical SE studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6279
117,What types of empirical methods are most commonly used in current SE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6277
