,genCQ,expertCQ,cos_score
0,How important is statistical power analysis and effect size estimation in empirical SE experiments?,How has the use of power analysis and effect size estimation evolved over time?,0.7998
1,"How frequently are case studies used in empirical SE research, and what steps can increase their validity?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7763
2,How have the methodologies in empirical SE evolved over the years?,How has the number of empirical methods used per publication evolved over time?,0.7648
3,How can triangulation of research designs contribute to the validity of empirical SE studies?,How has the use of triangulation for research design evolved over time?,0.7647
4,What are the suggested guidelines for applying various empirical methods in SE?,How often are which empirical methods used?,0.7535
5,What is the current state of empirical studies in SE journals and conferences as mentioned in the document?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7388
6,What kind of empirical research methods are most relevant to SE?,How often are which empirical methods used?,0.7344
7,What studies highlight the extents and limitations of empirical SE research practices?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7263
8,What kind of empirical research methods are most relevant to SE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7248
9,How does the current level of empirical studies compare to the estimated necessary level?,How has the proportion of empirical studies evolved over time?,0.7220
10,How can the quality and relevance of empirical studies in software engineering be increased?,How many empirical studies are by authors working for large software development companies?,0.7208
11,How has the use of empirical methods evolved in software engineering research since the 1970s?,How has the number of empirical methods used per publication evolved over time?,0.7186
12,What are the suggested guidelines for applying various empirical methods in SE?,How many different empirical methods are used per publication?,0.7121
13,How can empirical SE studies be structured to maximize their industrial relevance?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7102
14,How have the methodologies in empirical SE evolved over the years?,How often are which empirical methods used over time?,0.7047
15,How have the methodologies in empirical SE evolved over the years?,How often are which empirical methods used?,0.7038
16,Why should systematic reviews of theories be performed as part of empirical SE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7031
17,What types of empirical SE studies have been identified as needing increased focus?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7004
18,How do different empirical methods complement each other in addressing SE research questions?,How often are which empirical methods used?,0.7000
19,How do different empirical methods complement each other in addressing SE research questions?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6960
20,What constitutes a well-designed empirical study in the context of SE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6946
21,What kind of empirical research methods are most relevant to SE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6932
22,What guidelines were suggested for conducting systematic reviews in SE?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6914
23,What kind of empirical research methods are most relevant to SE?,How has the number of empirical methods used per publication evolved over time?,0.6900
24,How has the use of empirical methods evolved in software engineering research since the 1970s?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6888
25,What are the suggested guidelines for applying various empirical methods in SE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6875
26,How can the quality of empirical SE studies be maximized while ensuring practical applicability?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6872
27,What kind of empirical research methods are most relevant to SE?,How often are which empirical methods used over time?,0.6860
28,How has the use of empirical methods evolved in software engineering research since the 1970s?,How often are which empirical methods used over time?,0.6858
29,What kind of empirical research methods are most relevant to SE?,How many different empirical methods are used per publication?,0.6853
30,How do different empirical methods complement each other in addressing SE research questions?,How many different empirical methods are used per publication?,0.6848
31,How has the use of empirical methods evolved in software engineering research since the 1970s?,How often are which empirical methods used?,0.6848
32,What constitutes a well-designed empirical study in the context of SE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6819
33,How do different empirical methods complement each other in addressing SE research questions?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6818
34,What does the vision for empirical SE research between 2020-2025 include?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6817
35,What are the suggested guidelines for applying various empirical methods in SE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6817
36,What common limitations exist in the primary empirical SE research methods?,How has the number of empirical methods used per publication evolved over time?,0.6810
37,What kind of empirical research methods are most relevant to SE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6747
38,How have the methodologies in empirical SE evolved over the years?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6745
39,What is the role of systematic observation in empirical SE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6744
40,How has the use of empirical methods evolved in software engineering research since the 1970s?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6730
