,genCQ,expertCQ,cos_score
0,How has the use of empirical methods in RE evolved over time?,How often are which empirical methods used over time?,0.8254
1,How has the use of empirical methods in RE evolved over time?,How often are which empirical methods used?,0.8123
2,How has the use of empirical methods in RE evolved over time?,How has the number of empirical methods used per publication evolved over time?,0.8104
3,How often are empirical methods applied to evaluate RE tools and techniques?,How often are which empirical methods used?,0.7847
4,What are the criteria for selecting RE empirical studies for systematic reviews?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7786
5,How often are empirical methods applied to evaluate RE tools and techniques?,How often are which empirical methods used over time?,0.7748
6,What are the criteria for selecting RE empirical studies for systematic reviews?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7703
7,What types of empirical studies are most cited in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7696
8,How are case studies used in empirical RE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7598
9,What are the current trends in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7505
10,What are the criteria for selecting RE empirical studies for systematic reviews?,How many publications are analyzed in (systematic literature) reviews?,0.7431
11,How often are empirical RE studies updated to reflect current practices?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7221
12,What has been the evolution of empirical RE research questions over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7186
13,What are the common data collection methods used in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7184
14,What are the cross-disciplinary influences on empirical research methods in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7176
15,How has the use of empirical methods in RE evolved over time?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7169
16,What are the gaps in the current empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7139
17,How has the use of empirical methods in RE evolved over time?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7128
18,Which journals and conferences publish the most empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7127
19,How has the use of empirical methods in RE evolved over time?,How has the use of statistical methods evolved over time?,0.7123
20,What are the common data collection methods used in empirical RE studies?,How often are which empirical methods used?,0.7102
21,How has the use of empirical methods in RE evolved over time?,How has the proportion of empirical studies evolved over time?,0.7065
22,How often are empirical methods applied to evaluate RE tools and techniques?,How has the number of empirical methods used per publication evolved over time?,0.7054
23,What are the criteria for selecting RE empirical studies for systematic reviews?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.7026
24,What are the criteria for selecting RE empirical studies for systematic reviews?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6976
25,Which RE activities have been most frequently studied using empirical methods?,How often are which empirical methods used?,0.6951
26,Which RE activities have been most frequently studied using empirical methods?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6940
27,Which RE activities have been most frequently studied using empirical methods?,How often are which empirical methods used over time?,0.6938
28,How often are empirical RE studies updated to reflect current practices?,How often are which empirical methods used over time?,0.6921
29,What are the common data collection methods used in empirical RE studies?,How many different empirical methods are used per publication?,0.6921
30,How often are empirical methods applied to evaluate RE tools and techniques?,How many different empirical methods are used per publication?,0.6910
31,What challenges exist in increasing the quality and relevance of empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6893
32,What are the common data collection methods used in empirical RE studies?,How often are which empirical methods used over time?,0.6876
33,"What are the known biases in empirical RE studies, and how can they be mitigated?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6844
34,What are the most common empirical research designs used in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6841
35,What are the most influential empirical studies in the history of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6836
36,What are the main limitations of current empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6830
37,How are empirical studies in RE evaluated for their methodological rigor?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6796
38,How are empirical studies in RE evaluated for their methodological rigor?,How often are which empirical methods used?,0.6789
39,How has the use of empirical methods in RE evolved over time?,How many different empirical methods are used per publication?,0.6768
40,What are the common data collection methods used in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6749
41,What are the cross-disciplinary influences on empirical research methods in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6735
42,How are empirical studies in RE evaluated for their methodological rigor?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6722
43,What are the key factors influencing the outcomes of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6720
44,What is the current state of empirical research related to different technologies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6709
45,What are the current trends in empirical RE research?,How has the proportion of empirical studies evolved over time?,0.6705
46,What types of systems are most often evaluated in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6693
