,genCQ,expertCQ,cos_score
0,How has the use of empirical methods in RE evolved since the 1970s?,How has the number of empirical methods used per publication evolved over time?,0.8242
1,How has the use of empirical methods in RE evolved since the 1970s?,How often are which empirical methods used?,0.8217
2,How has the use of empirical methods in RE evolved since the 1970s?,How often are which empirical methods used over time?,0.8200
3,What are the common empirical research methods used in RE?,How often are which empirical methods used?,0.7736
4,What are the common research agendas in empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7601
5,What are the most common data analysis techniques used in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7497
6,How has the use of empirical methods in RE evolved since the 1970s?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7380
7,What are the common empirical research methods used in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7332
8,How has the use of empirical methods in RE evolved since the 1970s?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7259
9,What are the common empirical research methods used in RE?,How often are which empirical methods used over time?,0.7226
10,What are the common empirical research methods used in RE?,How many different empirical methods are used per publication?,0.7196
11,How has the use of empirical methods in RE evolved since the 1970s?,How has the proportion of empirical studies evolved over time?,0.7107
12,How has the use of empirical methods in RE evolved since the 1970s?,How has the use of statistical methods evolved over time?,0.7092
13,How has the use of empirical methods in RE evolved since the 1970s?,How many different empirical methods are used per publication?,0.7075
14,What are the best practices for conducting systematic literature reviews in RE?,How many publications are analyzed in (systematic literature) reviews?,0.7052
15,What technologies are frequently evaluated using empirical methods in RE?,How often are which empirical methods used?,0.7046
16,What are the most common data analysis techniques used in empirical RE studies?,How often are which empirical methods used?,0.6983
17,What are the best practices for conducting systematic literature reviews in RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6955
18,What role do systematic reviews play in evidence-based RE research?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6953
19,What types of research questions are most relevant to empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6889
20,What strategies can be adopted to increase the number of empirical studies in RE?,How has the proportion of empirical studies evolved over time?,0.6876
21,What are the common empirical research methods used in RE?,How has the number of empirical methods used per publication evolved over time?,0.6868
22,What are the common empirical research methods used in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6854
23,What strategies can be adopted to increase the number of empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6848
24,How do empirical studies address the diversity of software engineering contexts?,How many empirical studies are by authors working for large software development companies?,0.6840
25,What are the most common data analysis techniques used in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6802
26,What are the common threats to validity in empirical RE studies?,What types of threats to validity do the authors report?,0.6796
27,How has the use of empirical methods in RE evolved since the 1970s?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6791
28,What role do systematic reviews play in evidence-based RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6784
29,Which empirical methods have been most effective in RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6782
30,How can empirical RE studies be designed to have high industrial relevance?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6768
31,What are the most common data analysis techniques used in empirical RE studies?,How often are which empirical methods used over time?,0.6748
32,What are the best practices for conducting systematic literature reviews in RE?,Have the authors done a systematic review of related work?,0.6747
33,What are the common research agendas in empirical RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6680
34,How can the quality of empirical RE studies be improved?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6664
35,How has the use of empirical methods in RE evolved since the 1970s?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6654
36,What are the limitations of current empirical methods in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6651
