,genCQ,expertCQ,cos_score
0,What empirical methods are used in empirical sciences?,How often are which empirical methods used?,0.8707
1,What percentage of large software development organizations conduct empirical studies to support their decisions?,How many empirical studies are by authors working for large software development companies?,0.8354
2,What empirical methods are used in empirical sciences?,Which methods are used to synthesize evidence from data of different empirical methods?,0.8176
3,What empirical methods are used in empirical sciences?,How many different empirical methods are used per publication?,0.7994
4,What empirical methods are used in empirical sciences?,How often are which empirical methods used over time?,0.7794
5,What role does systematic literature review play in empirical SE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7792
6,How can empirical methods be synthesized and theory built in SE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7580
7,How has the focus on empirical methods in SE research evolved since the 1970s?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7544
8,How has the focus on empirical methods in SE research evolved since the 1970s?,How has the number of empirical methods used per publication evolved over time?,0.7496
9,What role does systematic literature review play in empirical SE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7487
10,What percentage of large software development organizations conduct empirical studies to support their decisions?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.7444
11,How can SE research address the discrepancy in the use of different empirical methods?,How has the number of empirical methods used per publication evolved over time?,0.7378
12,How can SE research address the discrepancy in the use of different empirical methods?,How often are which empirical methods used?,0.7367
13,How can SE research address the discrepancy in the use of different empirical methods?,How many different empirical methods are used per publication?,0.7358
14,What empirical methods are used in empirical sciences?,How has the number of empirical methods used per publication evolved over time?,0.7351
15,What are the common research agendas for empirical SE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7342
16,How can SE research address the discrepancy in the use of different empirical methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7300
17,How many empirical SE studies were identified in the major SE journals and conferences from 1993-2002?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7298
18,How can empirical methods be synthesized and theory built in SE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7243
19,How has the focus on empirical methods in SE research evolved since the 1970s?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.7227
20,What are the current limitations of systematic reviews in SE?,How many publications are analyzed in (systematic literature) reviews?,0.7219
21,How many high-quality empirical studies are needed annually in SE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7207
22,How has the focus on empirical methods in SE research evolved since the 1970s?,How has the proportion of empirical studies evolved over time?,0.7198
23,How do empirical methods help build scientific theories in SE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7198
24,What factors contribute to the quality and relevance of empirical SE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7197
25,How has the focus on empirical methods in SE research evolved since the 1970s?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7080
26,What are the challenges in increasing the relevance of empirical SE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7078
27,What is the vision for the role of empirical methods in SE by 2020-2025?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7073
28,How can empirical methods be synthesized and theory built in SE research?,How often are which empirical methods used?,0.7056
29,What are the key elements of conducting high-quality empirical SE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7035
30,How many high-quality empirical studies are needed annually in SE?,How has the proportion of empirical studies evolved over time?,0.6986
31,How can SE research address the discrepancy in the use of different empirical methods?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6981
32,How can empirical SE studies be designed to be more relevant to industrial contexts?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6979
33,What are the current limitations of systematic reviews in SE?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6978
34,How can the validity of empirical SE studies be assessed and improved?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6966
35,What role does systematic literature review play in empirical SE research?,How many publications are analyzed in (systematic literature) reviews?,0.6946
36,What empirical methods are used in empirical sciences?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6945
37,What types of empirical SE studies need more funding and resources?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6926
38,How can the validity of empirical SE studies be assessed and improved?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6917
39,How do surveys and case studies contribute to empirical SE research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6908
40,What are the characteristics of high-quality empirical SE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6902
41,How can the SE community ensure the long-term availability and relevance of empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6899
42,How has the focus on empirical methods in SE research evolved since the 1970s?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6894
43,How do empirical methods help build scientific theories in SE?,How often are which empirical methods used?,0.6893
44,What has been the historical emphasis of SE research methods?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6890
45,How has the focus on empirical methods in SE research evolved since the 1970s?,How often are which empirical methods used over time?,0.6863
46,What is the current state of empirical SE studies in terms of quantity and quality?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6862
47,How can empirical methods be synthesized and theory built in SE research?,How has the number of empirical methods used per publication evolved over time?,0.6835
48,How can the coverage of SE topics by systematic reviews be expanded?,How many publications are analyzed in (systematic literature) reviews?,0.6834
49,What are the general procedures for systematic reviews in SE?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6832
50,How can evidence-based SE integrate systematic reviews?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6798
51,How can SE research address the discrepancy in the use of different empirical methods?,How often are which empirical methods used over time?,0.6762
52,How can the coverage of SE topics by systematic reviews be expanded?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6761
53,How can empirical methods be synthesized and theory built in SE research?,How many different empirical methods are used per publication?,0.6756
54,How can the validity of empirical SE studies be assessed and improved?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6753
55,How can evidence-based SE integrate systematic reviews?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6750
56,What is the vision for the role of empirical methods in SE by 2020-2025?,How has the number of empirical methods used per publication evolved over time?,0.6743
57,What factors contribute to the quality and relevance of empirical SE studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6732
58,What factors contribute to the quality and relevance of empirical SE studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6721
59,Why are replications and triangulation important in empirical SE research?,How has the use of triangulation for research design evolved over time?,0.6718
60,How do empirical methods help build scientific theories in SE?,How has the number of empirical methods used per publication evolved over time?,0.6716
61,What is the vision for the role of empirical methods in SE by 2020-2025?,How often are which empirical methods used?,0.6715
62,How many high-quality empirical studies are needed annually in SE?,How many empirical studies are by authors working for large software development companies?,0.6706
