,genCQ,expertCQ,cos_score
0,"What type of empirical studies (e.g., surveys, case studies) are most prevalent in requirements engineering?",How many empirical studies are by authors working for large software development companies?,0.6195
1,How do different empirical methods compare in their effectiveness for requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6190
2,What are the commonly used empirical research methods in requirements engineering?,How often are which empirical methods used?,0.6117
3,What impact do empirical research findings have on software engineering standards and guidelines?,How many empirical studies are by authors working for large software development companies?,0.6086
4,"What type of empirical studies (e.g., surveys, case studies) are most prevalent in requirements engineering?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6067
5,How is the empirical research landscape categorized in terms of method and application in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6035
6,What are the common theoretical foundations used in empirical research in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6014
7,What frameworks are used to structure empirical research in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6004
8,What is the extent of methodological diversity in empirical software engineering cited in requirements engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5990
9,How have empirical research methods in requirements engineering evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5972
10,"What type of empirical studies (e.g., surveys, case studies) are most prevalent in requirements engineering?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.5963
11,What are the commonly used empirical research methods in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5956
12,What types of empirical studies are typically conducted to understand requirements engineering practice?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5917
13,How is the empirical research landscape categorized in terms of method and application in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5910
14,What are the commonly used empirical research methods in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5837
15,What is the extent of methodological diversity in empirical software engineering cited in requirements engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5809
16,What are the common tools and techniques evaluated in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5795
17,What are the commonly used empirical research methods in requirements engineering?,How many different empirical methods are used per publication?,0.5776
18,How is the role of empirical research in closing the gap between requirements engineering theory and practice described?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5771
19,How do empirical research studies in requirements engineering impact the development of tools and technologies?,How many empirical studies are by authors working for large software development companies?,0.5731
20,How have empirical research methods in requirements engineering evolved over time?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5711
21,How do empirical research findings inform the development of new requirements engineering methods?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5711
22,How have empirical research methods in requirements engineering evolved over time?,How has the number of empirical methods used per publication evolved over time?,0.5707
23,How is the role of empirical research in closing the gap between requirements engineering theory and practice described?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5700
24,What are the main sources of empirical data in requirements engineering research?,How many empirical studies are by authors working for large software development companies?,0.5699
25,How is empirical knowledge structured and evaluated in the field of requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5690
26,What frameworks are used to map empirical research in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5689
27,What are the main sources of empirical data in requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5681
28,How is empirical research in requirements engineering represented in major conferences and journals?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5666
29,How is the adoption of empirical research practices in requirements engineering characterized?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5666
30,What are the commonly used empirical research methods in requirements engineering?,How often are which empirical methods used over time?,0.5663
31,How is the empirical research landscape categorized in terms of method and application in requirements engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5647
32,What are the findings on project management capabilities from empirical research in requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5644
33,What are the most cited empirical research papers in requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5641
34,"What type of empirical studies (e.g., surveys, case studies) are most prevalent in requirements engineering?","""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5639
35,How do empirical research findings inform the development of new requirements engineering methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5631
36,How is the integration of empirical research in requirements engineering education characterized?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5619
37,How is the adoption of empirical research practices in requirements engineering characterized?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5618
