,genCQ,expertCQ,cos_score
0,How has the use of empirical methods in RE evolved over time?,How often are which empirical methods used over time?,0.8254
1,How has the use of empirical methods in RE evolved over time?,How often are which empirical methods used?,0.8123
2,How has the use of empirical methods in RE evolved over time?,How has the number of empirical methods used per publication evolved over time?,0.8104
3,What are the trends in empirical research methods used in RE over the last two decades?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7506
4,What are the major research questions addressed by empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7464
5,How is the quality of empirical RE studies assessed?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.7448
6,What are the common data sources used in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7446
7,What methodologies are compared in empirical RE studies?,How often are which empirical methods used?,0.7331
8,What are the key themes in empirical RE research from the past decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7318
9,What are the future research directions for empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7213
10,What are the trends in empirical research methods used in RE over the last two decades?,How has the number of empirical methods used per publication evolved over time?,0.7173
11,How has the use of empirical methods in RE evolved over time?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7169
12,How is the quality of empirical RE studies assessed?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.7162
13,What are the trends in empirical research methods used in RE over the last two decades?,How often are which empirical methods used over time?,0.7140
14,What types of empirical evidence are most commonly reported in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7133
15,How has the use of empirical methods in RE evolved over time?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7128
16,How has the use of empirical methods in RE evolved over time?,How has the use of statistical methods evolved over time?,0.7123
17,What methodologies are compared in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7115
18,How has the use of empirical methods in RE evolved over time?,How has the proportion of empirical studies evolved over time?,0.7065
19,What methodologies are compared in empirical RE studies?,How many different empirical methods are used per publication?,0.7040
20,How do empirical RE studies typically collect and analyze data?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6997
21,What methodologies are compared in empirical RE studies?,How often are which empirical methods used over time?,0.6993
22,What methodologies are compared in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6985
23,What are the common data sources used in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6982
24,What specific empirical methods are seen as most effective for RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6979
25,What methodologies are compared in empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6925
26,What are the trends in empirical research methods used in RE over the last two decades?,How has the proportion of empirical studies evolved over time?,0.6910
27,What are the common tools and technologies used in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6876
28,What are the trends in empirical research methods used in RE over the last two decades?,How often are which empirical methods used?,0.6869
29,What are the trends in empirical research methods used in RE over the last two decades?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6857
30,How do empirical RE studies typically collect and analyze data?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6813
31,What methodologies are compared in empirical RE studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6800
32,What frameworks are used to organize empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6798
33,What collaborative approaches are documented in empirical RE studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6771
34,How has the use of empirical methods in RE evolved over time?,How many different empirical methods are used per publication?,0.6768
35,What specific empirical methods are seen as most effective for RE research?,How often are which empirical methods used?,0.6766
36,What are the trends in empirical research methods used in RE over the last two decades?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6756
37,How are empirical studies in RE disseminated and used by practitioners?,How often are which empirical methods used?,0.6744
38,What methodologies are compared in empirical RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6738
39,What types of empirical evidence are most commonly reported in RE studies?,How has the proportion of empirical studies evolved over time?,0.6717
40,How are empirical studies in RE disseminated and used by practitioners?,How often are which empirical methods used over time?,0.6693
41,How are empirical studies in RE disseminated and used by practitioners?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6673
42,"Which RE techniques, processes, or tools have been most frequently evaluated through empirical studies?",How often are which empirical methods used?,0.6666
43,What types of empirical evidence are most commonly reported in RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6653
44,"Which RE techniques, processes, or tools have been most frequently evaluated through empirical studies?",How often are which empirical methods used over time?,0.6636
45,What are the trends in empirical research methods used in RE over the last two decades?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6624
46,How are empirical studies in RE disseminated and used by practitioners?,How has the proportion of empirical studies evolved over time?,0.6606
47,How are empirical RE findings used to improve software development practices?,How many empirical studies are by authors working for large software development companies?,0.6604
48,What specific empirical methods are seen as most effective for RE research?,How often are which empirical methods used over time?,0.6602
