,genCQ,expertCQ,cos_score
0,What role do systematic reviews play in empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7795
1,What are the most cited empirical studies in the field of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7573
2,What role do systematic reviews play in empirical RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7502
3,What are the most common research methods used in empirical RE studies?,How often are which empirical methods used?,0.7429
4,What are the most significant findings from empirical RE studies in the past decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7406
5,How are empirical RE studies disseminated within the academic community?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7340
6,How are case studies in empirical RE research conducted?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7335
7,What are the most common research methods used in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7320
8,How has the methodology for empirical RE research evolved over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7283
9,What are the outcomes of applying empirical methods in RE practice?,How often are which empirical methods used?,0.7275
10,How do RE researchers select appropriate empirical methods for their studies?,How often are which empirical methods used?,0.7210
11,What are the most common research methods used in empirical RE studies?,How often are which empirical methods used over time?,0.7198
12,How do RE researchers select appropriate empirical methods for their studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7136
13,What are the trends in publication venues for empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7103
14,What type of empirical studies provide the most actionable insights for practitioners in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7091
15,How are empirical RE studies classified?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7087
16,What are the prominent themes explored in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7072
17,How often are mixed-methods studies conducted in empirical RE research?,How often are which empirical methods used?,0.7061
18,What are the most common research methods used in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7056
19,How has the methodology for empirical RE research evolved over time?,How has the number of empirical methods used per publication evolved over time?,0.7052
20,How is the generalizability of empirical RE studies handled?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7047
21,How often are mixed-methods studies conducted in empirical RE research?,How often are which empirical methods used over time?,0.7024
22,What are the most common research methods used in empirical RE studies?,How many different empirical methods are used per publication?,0.7015
23,How do RE researchers select appropriate empirical methods for their studies?,How has the number of empirical methods used per publication evolved over time?,0.6962
24,What are the most effective data analysis techniques in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6905
25,How do RE researchers select appropriate empirical methods for their studies?,How many different empirical methods are used per publication?,0.6903
26,How do RE researchers select appropriate empirical methods for their studies?,How often are which empirical methods used over time?,0.6897
27,What role do systematic reviews play in empirical RE research?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6882
28,What are the most common data collection techniques in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6881
29,How has the methodology for empirical RE research evolved over time?,How has the proportion of empirical studies evolved over time?,0.6870
30,How has the methodology for empirical RE research evolved over time?,How often are which empirical methods used over time?,0.6858
31,What role do systematic reviews play in empirical RE research?,How many publications are analyzed in (systematic literature) reviews?,0.6848
32,What are the most common research methods used in empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6821
33,What role does cross-disciplinary research play in empirical RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6810
34,How has the methodology for empirical RE research evolved over time?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6789
35,What are the outcomes of applying empirical methods in RE practice?,How often are which empirical methods used over time?,0.6769
36,How do RE researchers select appropriate empirical methods for their studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6764
37,What recommendations are provided by empirical RE studies for future research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6755
38,What are the most significant findings from empirical RE studies in the past decade?,How has the proportion of empirical studies evolved over time?,0.6752
39,What future directions are suggested for empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6750
40,What frameworks are used to structure empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6745
41,How has the methodology for empirical RE research evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6743
42,How do case studies in RE compare to other empirical methods in terms of frequency and results?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6742
43,How frequently are surveys used in empirical RE research?,How often are which empirical methods used over time?,0.6741
44,How do RE researchers select appropriate empirical methods for their studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6736
45,How often are longitudinal studies conducted in the field of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6732
46,How do case studies in RE compare to other empirical methods in terms of frequency and results?,How often are which empirical methods used?,0.6677
47,What are the key differences between empirical and non-empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6672
48,What are the common obstacles to conducting empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6656
49,How frequently are surveys used in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6651
50,What role do systematic reviews play in empirical RE research?,Have the authors done a systematic review of related work?,0.6635
51,What patterns emerge from meta-analyses of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6632
52,What frameworks are used to structure empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6630
53,What are the trends in publication venues for empirical RE research?,How has the number of empirical methods used per publication evolved over time?,0.6626
54,How is the impact of empirical RE research measured?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6625
55,How often are mixed-methods studies conducted in empirical RE research?,How has the number of empirical methods used per publication evolved over time?,0.6624
56,What are the most common research methods used in empirical RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6623
57,How has the methodology for empirical RE research evolved over time?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6608
58,How is empirical evidence in RE synthesized?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6598
59,What are the outcomes of applying empirical methods in RE practice?,How many different empirical methods are used per publication?,0.6586
60,How do RE researchers select appropriate empirical methods for their studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6585
61,What strategies are used to generalize findings from empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6570
62,How often are mixed-methods studies conducted in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6561
63,What impact do different empirical methods have on the findings in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6556
64,What are the perceptions of RE researchers on the usefulness of different research practices?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.6541
65,How is the quality of empirical RE research assessed?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6536
66,What role do systematic reviews play in empirical RE research?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.6535
67,What are the most common data collection techniques in empirical RE research?,How often are which empirical methods used?,0.6530
68,How often are mixed-methods studies conducted in empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6528
69,How is the reliability of empirical RE studies ensured?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6524
70,How do empirical findings in RE influence software development practices?,How many empirical studies are by authors working for large software development companies?,0.6517
71,How are the results of empirical RE studies used to inform practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6505
72,How frequently are surveys used in empirical RE research?,How often are which empirical methods used?,0.6504
73,How do RE researchers select appropriate empirical methods for their studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6496
74,What are the most common research methods used in empirical RE studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6495
75,What strategies are used to generalize findings from empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6492
76,What are the most common research methods used in empirical RE studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6478
77,What are the outcomes of applying empirical methods in RE practice?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6468
78,How do empirical RE studies handle the dynamic nature of software projects?,How many empirical studies are by authors working for large software development companies?,0.6468
79,What are the prominent themes explored in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6454
80,What are the most common data collection techniques in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6444
81,What are the trends in publication venues for empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6438
82,How often are mixed-methods studies conducted in empirical RE research?,How many different empirical methods are used per publication?,0.6437
83,What are the most common research methods used in empirical RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6430
84,What type of empirical studies provide the most actionable insights for practitioners in RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6427
85,What are the prominent themes explored in empirical RE research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6427
86,What are the most cited empirical studies in the field of RE?,How has the proportion of empirical studies evolved over time?,0.6421
87,What role do mixed methods play in empirical RE studies?,How often are which empirical methods used?,0.6417
88,What are the common limitations reported in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6415
89,How do RE researchers select appropriate empirical methods for their studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6406
90,How has the methodology for empirical RE research evolved over time?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.6402
91,How is the quality of empirical RE research assessed?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6379
92,How do case studies in RE compare to other empirical methods in terms of frequency and results?,How often are which empirical methods used over time?,0.6373
93,What are the most common data collection techniques in empirical RE research?,How many different empirical methods are used per publication?,0.6369
94,What are the most common data collection techniques in empirical RE research?,How often are which empirical methods used over time?,0.6368
