,genCQ,expertCQ,cos_score
0,How can empirical research inform the development of software engineering technologies?,How many empirical studies are by authors working for large software development companies?,0.6853
1,What are the key components of an empirical research framework in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6176
2,What are the frequently used methods for collecting requirements in empirical research?,How often are which empirical methods used?,0.6054
3,What are the typical findings of case studies in multi-site development projects?,How many empirical studies are by authors working for large software development companies?,0.6048
4,What are the common empirical research methods used in requirements engineering?,How often are which empirical methods used?,0.5977
5,What are the common empirical research methods used in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5886
6,How are empirical studies in requirements engineering typically structured?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5864
7,How can empirical research inform the development of software engineering technologies?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5843
8,What are the common empirical research methods used in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5817
9,How can empirical research findings be made more accessible and understandable for practitioners in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5796
10,What are the typical research methods used for empirical studies in requirements engineering?,How often are which empirical methods used?,0.5757
11,How can the diverse terminology in requirements engineering be standardized through empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5755
12,What are the frequently used methods for collecting requirements in empirical research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5749
13,What are the best practices for empirical research proposed in the Unified Checklist?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5748
14,What are the common empirical research methods used in requirements engineering?,How many different empirical methods are used per publication?,0.5745
15,What are the frequently used methods for collecting requirements in empirical research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5734
16,How can empirical research inform the development of software engineering technologies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5723
17,How can the diverse terminology in requirements engineering be standardized through empirical research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5723
18,What is the impact of empirical research on the success of requirements engineering projects?,How many empirical studies are by authors working for large software development companies?,0.5721
19,How can empirical research support the systematic observation and interpretation of requirements engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5717
20,What are the key components of an empirical research framework in requirements engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5698
21,What are the commonly used practices in the requirements engineering community based on empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5692
