,genCQ,expertCQ,cos_score
0,What are the common themes and research questions explored in RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7340
1,What are the major findings from broad empirical studies on RE conducted in the past decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7244
2,What are the criteria for evaluating the quality of empirical RE studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.7198
3,How does the role of empirical research in RE compare to other fields such as social science and medicine?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7159
4,What are the key factors that influence the success of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7141
5,How is empirical evidence collected and analyzed in RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7105
6,How is empirical evidence collected and analyzed in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7023
7,What are the criteria for evaluating the quality of empirical RE studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.7008
8,What are the future directions for empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7004
9,How do empirical studies in RE contribute to the development of empirical software engineering?,How many empirical studies are by authors working for large software development companies?,0.6937
10,"How do different empirical research methods (e.g., case studies, surveys, experiments) compare in RE?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6933
11,What are the main focuses and gaps identified in RE empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6879
12,How can empirical RE studies be systematically organized and classified?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6876
13,What are the common themes and research questions explored in RE empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6778
14,How do RE researchers address the complexity of software engineering in empirical studies?,How many empirical studies are by authors working for large software development companies?,0.6758
15,What are the limitations of current empirical research methods in RE?,How has the number of empirical methods used per publication evolved over time?,0.6715
16,How do empirical studies in RE address strategic and operational requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6712
17,What are the recommended practices for empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6661
18,What are the limitations of current empirical research methods in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6660
19,"How do different empirical research methods (e.g., case studies, surveys, experiments) compare in RE?",How often are which empirical methods used?,0.6621
20,What are the current trends in the adoption of RE empirical research methodologies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6599
21,"How do different empirical research methods (e.g., case studies, surveys, experiments) compare in RE?",How many different empirical methods are used per publication?,0.6598
22,What are the common pitfalls in conducting empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6596
23,How can standard RE terminologies facilitate empirical research and practice?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6595
24,"How do different empirical research methods (e.g., case studies, surveys, experiments) compare in RE?",Which methods are used to synthesize evidence from data of different empirical methods?,0.6583
25,How do empirical RE studies address the issue of bias in data collection and analysis?,How do the authors justify preventing bias in the study results?,0.6580
26,How can standard RE terminologies facilitate empirical research and practice?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6579
27,What are the limitations of current empirical research methods in RE?,How often are which empirical methods used?,0.6569
28,"How do different empirical research methods (e.g., case studies, surveys, experiments) compare in RE?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6565
29,What are the commonly used practices in designing empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6552
30,How do empirical studies in RE address strategic and operational requirements?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6550
31,How can standard RE terminologies facilitate empirical research and practice?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.6547
32,How do empirical RE studies address the issue of bias in data collection and analysis?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6537
33,"How are RE techniques, processes, and tools evaluated in empirical studies?",How often are which empirical methods used?,0.6537
34,How is empirical evidence collected and analyzed in RE studies?,How has the proportion of empirical studies evolved over time?,0.6526
35,How do empirical studies contribute to the evolution of RE practices over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6516
36,"How do different empirical research methods (e.g., case studies, surveys, experiments) compare in RE?","""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6497
37,What are the current trends in the adoption of RE empirical research methodologies?,How has the number of empirical methods used per publication evolved over time?,0.6477
38,"How are RE techniques, processes, and tools evaluated in empirical studies?",Which methods are used to synthesize evidence from data of different empirical methods?,0.6472
39,What are the current trends in the adoption of RE empirical research methodologies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6472
40,What are the main focuses and gaps identified in RE empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6466
41,What are the current trends in the adoption of RE empirical research methodologies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6466
42,How can empirical research inform the development of RE standards and guidelines?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6454
43,What are the criteria for evaluating the quality of empirical RE studies?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.6453
44,What types of empirical evidence are most valuable for RE practice?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6447
45,What are the recommended practices for empirical research in RE?,How often are which empirical methods used?,0.6431
46,How can empirical research in RE be systematically reviewed and synthesized?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6430
47,"How do different empirical research methods (e.g., case studies, surveys, experiments) compare in RE?",How has the number of empirical methods used per publication evolved over time?,0.6427
48,What are the limitations of current empirical research methods in RE?,How many different empirical methods are used per publication?,0.6414
49,"How are RE techniques, processes, and tools evaluated in empirical studies?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6406
50,What are the key factors that influence the success of empirical RE studies?,How has the proportion of empirical studies evolved over time?,0.6403
51,"How do different empirical research methods (e.g., case studies, surveys, experiments) compare in RE?",How do the authors justify the selection and combination of empirical methods and design elements?,0.6400
52,What are the methodological challenges in conducting empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6389
