,genCQ,expertCQ,cos_score
0,What are the general RE needs identified in empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6879
1,What are the general RE needs identified in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6627
2,What is the frequency and distribution of different empirical research methods in requirements engineering?,How many different empirical methods are used per publication?,0.6567
3,What is the frequency and distribution of different empirical research methods in requirements engineering?,How often are which empirical methods used?,0.6409
4,How does empirical research address the complexity of software engineering?,How many empirical studies are by authors working for large software development companies?,0.6383
5,What is the frequency and distribution of different empirical research methods in requirements engineering?,How has the number of empirical methods used per publication evolved over time?,0.6370
6,What is the role of empirical methods in the development of software engineering knowledge?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6179
7,What methodologies are used in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6094
8,How does empirical research address fluctuating and conflicting requirements?,How has the proportion of empirical studies evolved over time?,0.6086
9,What are the general RE needs identified in empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6057
10,How are empirical requirements engineering studies structured and evaluated?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6045
11,What is the frequency and distribution of different empirical research methods in requirements engineering?,How often are which empirical methods used over time?,0.5996
12,How does empirical research address the complexity of software engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5950
13,How are empirical findings classified in requirements engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5949
14,What methods are used to collect and analyze data in empirical requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5941
15,What is the frequency and distribution of different empirical research methods in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5922
16,What methodologies are used in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5889
17,What methods are used to collect and analyze data in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5825
18,How are empirical requirements engineering studies structured and evaluated?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5818
19,What methodologies are used in empirical requirements engineering research?,How often are which empirical methods used?,0.5813
20,What is the role of empirical methods in the development of software engineering knowledge?,How many empirical studies are by authors working for large software development companies?,0.5813
21,What is the role of empirical methods in the development of software engineering knowledge?,How often are which empirical methods used?,0.5802
22,What is the impact of standardized requirements engineering terminologies in empirical studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5792
23,How do empirical requirements engineering studies handle the diversity of terminology and factors affecting SE projects?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5788
24,How do researchers classify and evaluate empirical studies in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5785
25,How do empirical studies compare practices in large-scale and small- to medium-sized enterprises (SMEs)?,How many empirical studies are by authors working for large software development companies?,0.5783
26,How do empirical requirements engineering studies handle the diversity of terminology and factors affecting SE projects?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5740
27,What is the role of empirical research in validating design-oriented research results in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5729
28,What is the role of empirical methods in the development of software engineering knowledge?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5718
29,How does empirical research address fluctuating and conflicting requirements?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5714
30,What is the impact of standardized requirements engineering terminologies in empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5679
31,What are the general RE needs identified in empirical studies?,How often are which empirical methods used?,0.5673
32,How are empirical findings classified in requirements engineering studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5671
33,What methodologies are used in empirical requirements engineering research?,How many different empirical methods are used per publication?,0.5660
34,How is empirical evidence synthesized in requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5659
35,What is the frequency and distribution of different empirical research methods in requirements engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5651
36,What are the general RE needs identified in empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5647
37,How has the practice of empirical requirements engineering evolved over time?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5628
38,What tools and techniques are commonly used in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5623
39,What is the impact of standardized requirements engineering terminologies in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5611
40,"How frequently are empirical requirements engineering studies replicated, and what are their outcomes?",How many empirical studies are by authors working for large software development companies?,0.5608
41,How does empirical research in requirements engineering contribute to the codification of knowledge?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5606
42,What are the general RE needs identified in empirical studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5603
43,How does empirical research address the complexity of software engineering?,How has the number of empirical methods used per publication evolved over time?,0.5594
44,How do empirical requirements engineering studies track the evolution of practice over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5591
45,What are the main focuses and gaps identified in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5588
46,What is the frequency and distribution of different empirical research methods in requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5585
47,How are empirical requirements engineering studies structured and evaluated?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5577
48,How does empirical research address fluctuating and conflicting requirements?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5571
49,How does empirical research inform improvements in requirements engineering processes?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5557
50,What is the role of empirical methods in the development of software engineering knowledge?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5552
51,What is the frequency and distribution of different empirical research methods in requirements engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5550
52,How does empirical research inform improvements in requirements engineering processes?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5548
53,How do researchers ensure the validity and reliability of empirical requirements engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5542
54,What is the role of empirical methods in the development of software engineering knowledge?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5533
55,How is empirical evidence synthesized in requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5532
56,How do empirical requirements engineering studies handle communication and coordination challenges?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5526
57,How do empirical requirements engineering studies track the evolution of practice over time?,How often are which empirical methods used over time?,0.5521
58,How do empirical requirements engineering studies track the evolution of practice over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5520
59,How does empirical research address fluctuating and conflicting requirements?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5518
60,What methods are used to collect and analyze data in empirical requirements engineering research?,How often are which empirical methods used?,0.5514
61,How do researchers classify and evaluate empirical studies in requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5505
62,How do empirical requirements engineering studies track the evolution of practice over time?,How has the proportion of empirical studies evolved over time?,0.5502
63,How does empirical research in requirements engineering contribute to the codification of knowledge?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5498
64,What are the general RE needs identified in empirical studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5489
65,"How do different types of empirical research (case studies, experiments, etc.) contribute to requirements engineering knowledge?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5487
66,What are the general RE needs identified in empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5486
67,What are the primary sources of data for empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5479
68,What methodologies are used in empirical requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5462
69,What methodologies are used in empirical requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5462
70,What methods are used to collect and analyze data in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5462
71,How do empirical requirements engineering studies handle the diversity of terminology and factors affecting SE projects?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5461
72,What is the role of empirical methods in the development of software engineering knowledge?,How has the number of empirical methods used per publication evolved over time?,0.5460
73,What is the role of empirical methods in the development of software engineering knowledge?,How many different empirical methods are used per publication?,0.5459
74,What are the general RE needs identified in empirical studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5449
75,How do qualitative and quantitative empirical research methods compare in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5446
76,How do researchers classify and evaluate empirical studies in requirements engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5443
77,What is the frequency and distribution of different empirical research methods in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5439
78,How do researchers classify and evaluate empirical studies in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5439
79,What are the general RE needs identified in empirical studies?,How has the proportion of empirical studies evolved over time?,0.5427
80,What tools and techniques are commonly used in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5424
81,"How do different types of empirical research (case studies, experiments, etc.) contribute to requirements engineering knowledge?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5413
82,What are the significant predictors of success in empirical requirements engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5413
83,What are the recommended practices for conducting empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5402
84,What are the general RE needs identified in empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5402
85,How does empirical research in requirements engineering contribute to the codification of knowledge?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5393
86,How are empirical findings classified in requirements engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5392
87,What are the primary sources of data for empirical requirements engineering research?,How many empirical studies are by authors working for large software development companies?,0.5383
88,What are the common themes found in empirical studies on requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5382
89,How does empirical research inform improvements in requirements engineering processes?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5376
90,How is the research agenda shaped by empirical findings in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5360
91,What are the established best practices in requirements engineering drawn from empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5355
92,How is empirical evidence synthesized in requirements engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5354
