,genCQ,expertCQ,cos_score
0,What are the main methodologies for synthesizing empirical evidence in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7886
1,What are the trends in the use of empirical methods in RE journals?,How has the number of empirical methods used per publication evolved over time?,0.7862
2,What are the trends in the use of empirical methods in RE journals?,How often are which empirical methods used?,0.7604
3,What are the most cited empirical studies in the field of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7573
4,What types of data are most commonly collected in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7477
5,What are the trends in the use of empirical methods in RE journals?,How many different empirical methods are used per publication?,0.7470
6,How do empirical studies address the validity and reliability of their findings?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.7437
7,What are the limitations of current empirical methods in RE?,How often are which empirical methods used?,0.7365
8,What are the trends in the use of empirical methods in RE journals?,How often are which empirical methods used over time?,0.7351
9,What are the most influential empirical studies in RE and their impact?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7335
10,What are the trends in empirical research on RE over the past 20 years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7301
11,What are the primary research questions addressed in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7269
12,What are the main sources of empirical data in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7216
13,What are the criteria for selecting empirical studies on RE for literature reviews?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7050
14,How do empirical studies address the validity and reliability of their findings?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.7015
15,What are the limitations of current empirical methods in RE?,How many different empirical methods are used per publication?,0.7008
16,What are the future directions for empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7004
17,What are the trends in the use of empirical methods in RE journals?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6934
18,How are mixed methods used in empirical RE research?,How often are which empirical methods used?,0.6933
19,How are mixed methods used in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6893
20,How do empirical findings shape the future research agenda in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6789
21,What are the limitations of current empirical methods in RE?,How has the number of empirical methods used per publication evolved over time?,0.6786
