,genCQ,expertCQ,cos_score
0,How has the focus of empirical RE studies evolved over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.8288
1,How has the focus of empirical RE studies evolved over time?,How has the proportion of empirical studies evolved over time?,0.8086
2,What are the most cited empirical studies in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7785
3,What empirical methods are preferred by RE researchers and why?,How often are which empirical methods used?,0.7396
4,How is empirical evidence synthesized and utilized in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7328
5,What are the emerging trends in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7317
6,How is empirical data analyzed in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7245
7,What specific empirical methods are underutilized in RE research?,How often are which empirical methods used?,0.7177
8,What specific empirical methods are underutilized in RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7172
9,What are the strategies for combining different empirical methods in RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7150
10,What are the major gaps in current empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7085
11,How do empirical studies in RE influence software development practices?,How many empirical studies are by authors working for large software development companies?,0.7083
12,What empirical research methods are commonly used in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7078
13,What empirical research methods are commonly used in RE studies?,How often are which empirical methods used?,0.7068
14,What empirical methods are preferred by RE researchers and why?,How often are which empirical methods used over time?,0.7055
15,What are the most cited empirical studies in RE?,How has the proportion of empirical studies evolved over time?,0.7031
16,How has the focus of empirical RE studies evolved over time?,How has the number of empirical methods used per publication evolved over time?,0.7009
17,What are the future directions for empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7004
18,What mechanisms and frameworks are used for empirical research in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6975
19,How has the focus of empirical RE studies evolved over time?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6974
20,How is empirical RE research reported and disseminated?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6973
21,What are the typical findings of empirical RE studies in different regions?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6969
22,What mechanisms and frameworks are used for empirical research in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6966
23,How is empirical data analyzed in RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6947
24,How do case studies contribute to empirical research in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6944
25,What are the most significant empirical findings in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6929
26,What empirical research methods are commonly used in RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6924
27,What empirical research methods are commonly used in RE studies?,How often are which empirical methods used over time?,0.6889
28,How has the focus of empirical RE studies evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6885
29,What are the limitations of current empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6878
30,How has the focus of empirical RE studies evolved over time?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6860
31,What are the common themes in successful empirical RE case studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6860
32,What specific empirical methods are underutilized in RE research?,How many different empirical methods are used per publication?,0.6858
33,What specific empirical methods are underutilized in RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6834
34,What specific empirical methods are underutilized in RE research?,How often are which empirical methods used over time?,0.6818
35,How has the focus of empirical RE studies evolved over time?,How often are which empirical methods used over time?,0.6818
36,What empirical methods are preferred by RE researchers and why?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6818
37,What empirical methods are preferred by RE researchers and why?,How has the number of empirical methods used per publication evolved over time?,0.6780
38,What specific empirical methods are underutilized in RE research?,How has the number of empirical methods used per publication evolved over time?,0.6778
39,How does empirical research in RE contribute to the development of SE technologies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6762
40,How has the focus of empirical RE studies evolved over time?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6760
41,How has the focus of empirical RE studies evolved over time?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6752
42,What empirical methods are preferred by RE researchers and why?,How many different empirical methods are used per publication?,0.6740
43,How do different empirical research methods compare in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6736
44,How do RE empirical studies address the issue of validity and reliability?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6735
45,What methodologies are used in longitudinal empirical RE studies?,How often are which empirical methods used over time?,0.6721
46,What are the most effective techniques for data collection in empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6716
47,What are the most cited empirical studies in RE?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6705
48,How do RE empirical studies address the issue of validity and reliability?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6688
49,Which types of empirical studies have the most value in understanding RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6677
50,What empirical research methods are commonly used in RE studies?,How many different empirical methods are used per publication?,0.6661
51,What are the lessons learned from empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6657
52,How do empirical methods influence decision-making in RE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6654
53,What specific empirical methods are underutilized in RE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6642
54,What are the common problems faced in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6638
55,What empirical research methods are commonly used in RE studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6628
56,What methodologies are used in longitudinal empirical RE studies?,How often are which empirical methods used?,0.6618
57,What empirical methods are preferred by RE researchers and why?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6616
58,What methodologies are used in longitudinal empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6600
59,What specific empirical methods are underutilized in RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6582
60,What are the strategies for combining different empirical methods in RE research?,How many different empirical methods are used per publication?,0.6579
61,What mechanisms and frameworks are used for empirical research in RE?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6551
62,How is empirical data analyzed in RE studies?,How often are which empirical methods used?,0.6540
63,What empirical research methods are commonly used in RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6530
64,How does empirical research in RE contribute to the development of SE technologies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6526
65,What empirical research methods are commonly used in RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6523
66,What are the most cited empirical studies in RE?,How has the number of empirical methods used per publication evolved over time?,0.6515
67,What empirical research methods are commonly used in RE studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6512
68,What role do empirical studies play in validating RE theories?,How many theories from the SE and RE are there?,0.6510
69,What empirical methods are preferred by RE researchers and why?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6506
70,How do different empirical research methods compare in RE studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6499
71,What empirical research methods are commonly used in RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6484
72,What are the best practices for designing empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6481
73,How can replication of empirical studies benefit RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.6481
74,What are the emerging trends in empirical RE research?,How has the proportion of empirical studies evolved over time?,0.6471
75,How do different empirical research methods compare in RE studies?,How many different empirical methods are used per publication?,0.6471
76,How do different empirical research methods compare in RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6463
77,What role do empirical studies play in validating RE theories?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6454
78,How has the focus of empirical RE studies evolved over time?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.6450
79,How do empirical studies in RE influence software development practices?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6449
80,What are the common design patterns used in empirical RE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6427
81,How is empirical RE research reported and disseminated?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6424
82,How is empirical data analyzed in RE studies?,How has the proportion of empirical studies evolved over time?,0.6412
83,How do different empirical research methods compare in RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6408
84,What are the criteria for selecting participants in empirical RE studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6376
