,genCQ,expertCQ,cos_score
0,What are the key components of the empirical research design as per Creswell's categorization?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6577
1,How do empirical findings support the selection of requirements engineering methods and techniques in practice?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6271
2,What are the trends in the adoption of empirical research methods in requirements engineering conferences and journals?,How has the number of empirical methods used per publication evolved over time?,0.6266
3,What are the theoretical lenses used in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6223
4,What are the 15 commonly used practices in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6202
5,What are the key themes identified in systematic literature reviews of empirical requirements engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6199
6,What are the most common research methods used in empirical requirements engineering studies?,How often are which empirical methods used?,0.6176
7,What are the commonly used practices identified in empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6116
8,What are the most common research methods used in empirical requirements engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6091
9,How do requirements engineering practices impact the success of software projects according to empirical studies?,How many empirical studies are by authors working for large software development companies?,0.6063
10,What role does empirical research play in validating requirements engineering theories and models?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6013
11,What are the key themes identified in systematic literature reviews of empirical requirements engineering research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6011
12,What are the key components of the empirical research design as per Creswell's categorization?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5979
13,What are the most common research methods used in empirical requirements engineering studies?,How many different empirical methods are used per publication?,0.5975
14,What are the key components of the empirical research design as per Creswell's categorization?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5956
15,What are the trends in the adoption of empirical research methods in requirements engineering conferences and journals?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5944
16,What role does empirical research play in validating requirements engineering theories and models?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5912
17,What are the methodological approaches to structuring and evaluating empirical research in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5878
18,What are the trends in the adoption of empirical research methods in requirements engineering conferences and journals?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5863
19,How has the use of empirical research methods in requirements engineering evolved over the past decade?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5854
20,What are the key components of the empirical research design as per Creswell's categorization?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5843
21,What are the theoretical lenses used in empirical requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5841
22,How do empirical studies address the scalability of requirements engineering techniques in large organizations?,How many empirical studies are by authors working for large software development companies?,0.5785
23,What are the common data collection methods used in empirical requirements engineering research?,How many different empirical methods are used per publication?,0.5774
24,What are the most common research methods used in empirical requirements engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5773
25,What are the trends in the adoption of empirical research methods in requirements engineering conferences and journals?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5770
26,What are the key components of the empirical research design as per Creswell's categorization?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5767
27,What are the methodological guidelines for designing empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5761
28,What are the most common research methods used in empirical requirements engineering studies?,How often are which empirical methods used over time?,0.5759
29,What are the methodological guidelines for designing empirical requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5740
30,What are the key components of the empirical research design as per Creswell's categorization?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5733
31,What role does empirical research play in validating requirements engineering theories and models?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5722
32,What are the common data collection methods used in empirical requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5715
33,What are the 15 commonly used practices in empirical requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5708
34,What are the commonly used practices identified in empirical requirements engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5707
35,What are the common data collection methods used in empirical requirements engineering research?,How often are which empirical methods used?,0.5706
36,What are the most common research methods used in empirical requirements engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5700
37,What are the theoretical lenses used in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5684
38,How has the use of empirical research methods in requirements engineering evolved over the past decade?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5672
39,What are the 15 commonly used practices in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5670
40,How has the use of empirical research methods in requirements engineering evolved over the past decade?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5647
