,genCQ,expertCQ,cos_score
0,What are the most common research methods used in empirical requirements engineering studies?,How often are which empirical methods used?,0.6176
1,What empirical methods are mostly used in requirements engineering research?,How often are which empirical methods used?,0.6168
2,What empirical methods are mostly used in requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6163
3,What are the most common research methods used in empirical requirements engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6091
4,How have empirical research methods evolved in the context of requirements engineering over the years?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6054
5,What types of experimental designs are commonly used in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6036
6,What are the most common research methods used in empirical requirements engineering studies?,How many different empirical methods are used per publication?,0.5975
7,To what extent is empirical research in requirements engineering integrated into SE practice?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5975
8,To what extent is empirical research in requirements engineering integrated into SE practice?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5955
9,How have empirical research methods evolved in the context of requirements engineering over the years?,How has the number of empirical methods used per publication evolved over time?,0.5889
10,What empirical methods are mostly used in requirements engineering research?,How many different empirical methods are used per publication?,0.5875
11,What are the typical data collection methods used in empirical requirements engineering research?,How many different empirical methods are used per publication?,0.5850
12,How are empirical requirements engineering studies typically reported and documented?,How many empirical studies are by authors working for large software development companies?,0.5795
13,What empirical methods are mostly used in requirements engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5786
14,What are the most common research methods used in empirical requirements engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5773
15,What are the typical data collection methods used in empirical requirements engineering research?,How often are which empirical methods used?,0.5767
16,How have empirical research methods evolved in the context of requirements engineering over the years?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5761
17,What are the most common research methods used in empirical requirements engineering studies?,How often are which empirical methods used over time?,0.5759
18,How have empirical research methods evolved in the context of requirements engineering over the years?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5752
19,How have empirical research methods evolved in the context of requirements engineering over the years?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5725
20,What are the common practices used in the requirements engineering community for designing empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5721
21,What frameworks are used to structure and evaluate empirical studies in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5711
22,What are the most common research methods used in empirical requirements engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5700
23,What empirical methods are mostly used in requirements engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5695
