,genCQ,expertCQ,cos_score
0,What are the significant trends in empirical RE research observed in systematic literature reviews?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7841
1,How frequently is the empirical approach used in software engineering research?,How often are which empirical methods used?,0.7676
2,What are the typical research methods employed in empirical SE?,How often are which empirical methods used?,0.7673
3,How frequently is the empirical approach used in software engineering research?,How often are which empirical methods used over time?,0.7511
4,How has empirical RE research evolved over the last two decades?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7505
5,What are the key research questions driving current empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7450
6,How is the quality of empirical RE studies assessed?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.7448
7,What are the typical research methods employed in empirical SE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7407
8,What are the significant trends in empirical RE research observed in systematic literature reviews?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7395
9,How has the use of empirical methods impacted SE practice?,How often are which empirical methods used?,0.7390
10,How has empirical RE research evolved over the last two decades?,How has the proportion of empirical studies evolved over time?,0.7286
11,What are the primary research areas within empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7270
12,What are the methodological variations in conducting empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7259
13,What are the common methods and tools used in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7258
14,How has the use of empirical methods impacted SE practice?,How has the number of empirical methods used per publication evolved over time?,0.7239
15,What are the typical research methods employed in empirical SE?,How many different empirical methods are used per publication?,0.7178
16,How is the quality of empirical RE studies assessed?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.7162
17,What are the significant trends in empirical RE research observed in systematic literature reviews?,How many publications are analyzed in (systematic literature) reviews?,0.7131
18,What are the methodological variations in conducting empirical RE studies?,How often are which empirical methods used?,0.7120
19,How frequently is the empirical approach used in software engineering research?,How has the number of empirical methods used per publication evolved over time?,0.7073
20,What are the typical research methods employed in empirical SE?,How often are which empirical methods used over time?,0.7067
21,How has the use of empirical methods impacted SE practice?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7034
22,How has the landscape of RE studies evolved over the last decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7026
23,What are the prevalent RE methods evaluated through empirical research?,How often are which empirical methods used?,0.7021
24,How can empirical evidence be systematically collected in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6932
25,How is empirical research in RE contextualized within the broader field of SE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6931
26,What are the primary techniques used for data collection in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6928
27,How frequently is the empirical approach used in software engineering research?,How many empirical studies are by authors working for large software development companies?,0.6910
28,What are the emerging trends in empirical RE research methodologies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6902
29,How has the use of empirical methods impacted SE practice?,How often are which empirical methods used over time?,0.6890
30,What are the common methods and tools used in empirical RE research?,How often are which empirical methods used?,0.6884
31,What are the common empirical research designs used in RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6872
32,How are empirical studies in RE categorized based on their research methods?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6867
33,What are the significant trends in empirical RE research observed in systematic literature reviews?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6861
34,What are the methodological variations in conducting empirical RE studies?,How often are which empirical methods used over time?,0.6817
35,What are the methodological variations in conducting empirical RE studies?,How many different empirical methods are used per publication?,0.6809
36,What are the methodological variations in conducting empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6797
37,What are the typical research methods employed in empirical SE?,How has the number of empirical methods used per publication evolved over time?,0.6788
38,How has the use of empirical methods impacted SE practice?,How many different empirical methods are used per publication?,0.6747
39,How has empirical RE research evolved over the last two decades?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6732
40,How can empirical research methods be standardized in RE?,How many different empirical methods are used per publication?,0.6706
41,What are the methodological variations in conducting empirical RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6705
42,How has empirical RE research evolved over the last two decades?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6704
43,How has the use of empirical methods impacted SE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6701
44,How frequently is the empirical approach used in software engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6688
45,What are the typical research methods employed in empirical SE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6663
46,What are the common methods and tools used in empirical RE research?,How many different empirical methods are used per publication?,0.6658
47,What are the dominant theoretical perspectives used in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6653
48,What are the typical research methods employed in empirical SE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6640
49,How has the use of empirical methods impacted SE practice?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6630
50,What are the methodological variations in conducting empirical RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6628
51,What are the common empirical research designs used in RE studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6620
52,What are the prevalent RE methods evaluated through empirical research?,How often are which empirical methods used over time?,0.6618
