,genCQ,expertCQ,cos_score
0,How has the application of empirical methods in RE evolved over time?,How often are which empirical methods used over time?,0.8285
1,How has the application of empirical methods in RE evolved over time?,How often are which empirical methods used?,0.8103
2,How has the application of empirical methods in RE evolved over time?,How has the number of empirical methods used per publication evolved over time?,0.8010
3,What are the major results of empirical RE studies conducted in the last decade?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7563
4,What are the major trends in empirical RE research publications?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7458
5,What types of data are typically collected in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7235
6,What are the major gaps in the current RE empirical research landscape?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7219
7,How has the application of empirical methods in RE evolved over time?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7147
8,How has the application of empirical methods in RE evolved over time?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7106
9,What are the prevalent methods for data analysis in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7103
10,What are the primary research methods used in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7098
11,What factors influence the success of empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7019
12,How has the application of empirical methods in RE evolved over time?,How has the use of statistical methods evolved over time?,0.6997
13,What are the primary research methods used in empirical RE research?,How often are which empirical methods used?,0.6970
14,How has the application of empirical methods in RE evolved over time?,How has the proportion of empirical studies evolved over time?,0.6964
15,How important is the context in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6876
16,What are the key themes discussed in RE empirical research articles?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6801
17,What are the prevalent methods for data analysis in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6796
18,What are the major results of empirical RE studies conducted in the last decade?,How has the proportion of empirical studies evolved over time?,0.6780
19,What are the common research methods used in empirical RE studies published in top-tier journals?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6768
20,How does the use of empirical methods affect the generalizability of RE research?,How often are which empirical methods used?,0.6748
21,What are the common characteristics of successful RE empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6744
22,What are the common characteristics of successful RE empirical studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6743
23,What are the major trends in empirical RE research publications?,How has the number of empirical methods used per publication evolved over time?,0.6725
24,What are the predominant themes in empirical RE survey data?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6724
25,How has the application of empirical methods in RE evolved over time?,How many different empirical methods are used per publication?,0.6720
26,What are the common research methods used in empirical RE studies published in top-tier journals?,How many different empirical methods are used per publication?,0.6709
27,How important is the context in empirical RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6708
28,What types of data are typically collected in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6702
29,What are the primary research methods used in empirical RE research?,How many different empirical methods are used per publication?,0.6672
