,genCQ,expertCQ,cos_score
0,What are the most common empirical research methodologies used in RE?,How often are which empirical methods used?,0.7641
1,How has the focus of empirical RE research shifted over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7604
2,What methodological frameworks are being utilized for empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7342
3,What are the key themes emerging from systematic literature reviews in RE?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.7218
4,What are the most common empirical research methodologies used in RE?,How many different empirical methods are used per publication?,0.7214
5,What are the key themes emerging from systematic literature reviews in RE?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.7204
6,What are the key variables examined in empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.7185
7,What are the emerging trends in empirical research focused on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7178
8,What are the key themes emerging from systematic literature reviews in RE?,How many publications are analyzed in (systematic literature) reviews?,0.7174
9,What are the most common empirical research methodologies used in RE?,How often are which empirical methods used over time?,0.7164
10,What are the key themes emerging from systematic literature reviews in RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.7121
11,What are the most common empirical research methodologies used in RE?,How has the number of empirical methods used per publication evolved over time?,0.7009
12,How comprehensive are the empirical RE studies in providing actionable insights?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7007
13,How has the empirical evidence on RE evolved over the past 20 years?,How has the proportion of empirical studies evolved over time?,0.6952
14,What are the most common empirical research methodologies used in RE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6932
15,How has the focus of empirical RE research shifted over the years?,How has the proportion of empirical studies evolved over time?,0.6859
16,What methodological frameworks are being utilized for empirical RE studies?,How often are which empirical methods used?,0.6836
17,What are the empirical methods most commonly deficient in RE research?,How often are which empirical methods used?,0.6829
18,What are the key themes emerging from systematic literature reviews in RE?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.6794
19,What are the key variables examined in empirical RE studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6791
20,What are the most common empirical research methodologies used in RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6784
21,What methodological frameworks are being utilized for empirical RE studies?,How often are which empirical methods used over time?,0.6742
22,What are the key variables examined in empirical RE studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6736
23,What methodological frameworks are being utilized for empirical RE studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6698
24,What are the empirical methods most commonly deficient in RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6694
25,What methodological frameworks are being utilized for empirical RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6681
26,What are the key themes emerging from systematic literature reviews in RE?,Have the authors done a systematic review of related work?,0.6678
27,What are the common practices and techniques used in empirical RE research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6672
28,How frequently are empirical methods applied to validate RE technologies?,How often are which empirical methods used over time?,0.6638
29,What methodological frameworks are being utilized for empirical RE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6603
30,How frequently are empirical methods applied to validate RE technologies?,How often are which empirical methods used?,0.6599
31,What are the common practices and techniques used in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6580
32,What are the common practices and techniques used in empirical RE research?,How often are which empirical methods used?,0.6566
33,What methodological frameworks are being utilized for empirical RE studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6565
34,What are the most common empirical research methodologies used in RE?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6546
35,What methodological frameworks are being utilized for empirical RE studies?,How has the number of empirical methods used per publication evolved over time?,0.6539
36,What are the key themes emerging from systematic literature reviews in RE?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.6518
37,What gaps exist in the current empirical research on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6512
38,How has the empirical evidence on RE evolved over the past 20 years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6506
39,What methodological frameworks are being utilized for empirical RE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6498
40,What are the empirical methods most commonly deficient in RE research?,How many different empirical methods are used per publication?,0.6474
41,What are the empirical methods most commonly deficient in RE research?,How has the number of empirical methods used per publication evolved over time?,0.6442
42,What are the empirical methods most commonly deficient in RE research?,How often are which empirical methods used over time?,0.6439
43,What are the common practices and techniques used in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6427
44,How has the focus of empirical RE research shifted over the years?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6418
45,What are the most common empirical research methodologies used in RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6412
