,genCQ,expertCQ,cos_score
0,"How are study types (e.g., exploratory, explanatory) categorized and defined in empirical research in Requirements Engineering?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6663
1,How often are detailed case studies used as evaluation methods in empirical research in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6594
2,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,How often are which empirical methods used?,0.6459
3,"How do empirical studies in Requirements Engineering define their evaluation type (e.g., qualitative, quantitative)?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6433
4,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,How often are which empirical methods used over time?,0.6368
5,"How is the term ""case study"" used and potentially misused in empirical research in Requirements Engineering?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6362
6,What are the main types of empirical methods used in Requirements Engineering research?,How often are which empirical methods used?,0.6321
7,How are research contexts typically described in empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6283
8,What are the main types of empirical methods used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6228
9,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,How many different empirical methods are used per publication?,0.6220
10,What are the main types of empirical methods used in Requirements Engineering research?,How many different empirical methods are used per publication?,0.6188
11,"How are study types (e.g., exploratory, explanatory) categorized and defined in empirical research in Requirements Engineering?",Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6134
12,What are the main types of empirical methods used in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6124
13,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,How has the number of empirical methods used per publication evolved over time?,0.6118
14,What are the common types of empirical studies conducted in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6073
15,"What is the distribution of study types (e.g., case studies, experiments) in empirical research in Requirements Engineering?",How many empirical studies are by authors working for large software development companies?,0.6063
16,What distinctions are made between empirical evaluation and empirical discussion in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6021
17,"How do empirical studies in Requirements Engineering define their evaluation type (e.g., qualitative, quantitative)?",Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5996
18,How are research contexts typically described in empirical studies in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5962
19,What methods are used to ensure construct validity in empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5929
20,"What is the distribution of study types (e.g., case studies, experiments) in empirical research in Requirements Engineering?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5915
21,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5915
22,What are the main types of empirical methods used in Requirements Engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5877
23,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,How many empirical studies are by authors working for large software development companies?,0.5871
24,"How are study types (e.g., exploratory, explanatory) categorized and defined in empirical research in Requirements Engineering?",How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5859
25,What distinctions are made between empirical evaluation and empirical discussion in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5812
26,What are the main factors contributing to the lack of consistent terminology in empirical studies in Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5807
27,What are the common types of empirical studies conducted in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5804
28,How frequently are empirical studies in Requirements Engineering replicated?,How many empirical studies are by authors working for large software development companies?,0.5799
29,What methods are most commonly used to analyze data in empirical studies in Requirements Engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5786
30,What methods are most commonly used to analyze data in empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5779
31,How are empirical studies in Requirements Engineering evaluated in terms of their methodological rigor?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5764
32,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5729
33,What role do examples play in the evaluation of empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5728
34,How is the evidence produced by empirical software engineers categorized and evaluated in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5726
35,What are the main types of empirical methods used in Requirements Engineering research?,How often are which empirical methods used over time?,0.5718
36,How do empirical studies in Requirements Engineering address the concept of scale and measurement in their analyses?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5718
37,"What is the distribution of study types (e.g., case studies, experiments) in empirical research in Requirements Engineering?",How many different empirical methods are used per publication?,0.5717
38,What methods are most commonly used to analyze data in empirical studies in Requirements Engineering?,How often are which empirical methods used?,0.5711
39,What proportion of empirical studies in Requirements Engineering involves industry participants?,How many empirical studies are by authors working for large software development companies?,0.5702
40,How are empirical studies in Requirements Engineering evaluated in terms of their methodological rigor?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5688
41,What are the main types of empirical methods used in Requirements Engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5644
42,What are the common types of empirical studies conducted in Requirements Engineering?,How often are which empirical methods used?,0.5642
43,How well-defined are the hypotheses in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5638
44,What methods are used to ensure construct validity in empirical studies in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5631
45,How are research contexts typically described in empirical studies in Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5631
46,What are the common types of empirical studies conducted in Requirements Engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5628
47,What are the common types of empirical studies conducted in Requirements Engineering?,How many different empirical methods are used per publication?,0.5626
48,What are the common types of empirical studies conducted in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5600
49,"How do empirical studies in Requirements Engineering define their evaluation type (e.g., qualitative, quantitative)?",How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5593
50,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5591
51,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,How often are which statistical methods used?,0.5590
52,What are the main sources of data for empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5580
53,What are the main factors contributing to the lack of consistent terminology in empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5576
54,How often do empirical studies in Requirements Engineering involve multiple methods of data collection and analysis?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5550
