,genCQ,expertCQ,cos_score
0,How widely are different empirical methods used?,How often are which empirical methods used?,0.9237
1,How widely are different empirical methods used?,How many different empirical methods are used per publication?,0.8691
2,How widely are different empirical methods used?,How often are which empirical methods used over time?,0.8518
3,How widely are different empirical methods used?,How has the number of empirical methods used per publication evolved over time?,0.8325
4,How widely are different empirical methods used?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7954
5,How prevalent is the use of case studies for empirical research in software engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.7567
6,How is the quantity of empirical studies measured and compared over different periods?,How has the proportion of empirical studies evolved over time?,0.7524
7,How are threats to validity addressed in empirical studies?,What types of threats to validity do the authors report?,0.7467
8,How widely are different empirical methods used?,How do the authors justify the selection and combination of empirical methods and design elements?,0.7303
9,What types of analysis methods are most commonly employed in empirical evaluations?,How often are which empirical methods used?,0.7300
10,What are the common sources of data for empirical studies in software engineering?,How many empirical studies are by authors working for large software development companies?,0.7258
11,How is the generalizability of findings from empirical studies assessed?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.7207
12,What types of analysis methods are most commonly employed in empirical evaluations?,Which methods are used to synthesize evidence from data of different empirical methods?,0.7152
13,How effective are empirical studies in influencing software engineering practices?,How many empirical studies are by authors working for large software development companies?,0.7112
14,How is the generalizability of findings from empirical studies assessed?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.7095
15,How is the quantity of empirical studies measured and compared over different periods?,How often are which empirical methods used over time?,0.7017
16,What bias exists in the selection and presentation of empirical research findings?,How do the authors justify preventing bias in the study results?,0.7003
17,How prevalent is the use of case studies for empirical research in software engineering?,How many empirical studies are by authors working for large software development companies?,0.6999
18,How has empirical research in software engineering evolved in the last 29 years?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6961
19,How do different empirical methods impact the soundness of a study?,How often are which empirical methods used?,0.6950
20,How widely are different empirical methods used?,How often are which statistical methods used?,0.6945
21,What methods are suggested to minimize biases in empirical research?,How do the authors justify preventing bias in the study results?,0.6921
22,How is the quantity of empirical studies measured and compared over different periods?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6894
23,Do empirical studies employ a variety of study designs?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6834
24,How has empirical research in software engineering evolved in the last 29 years?,How many empirical studies are by authors working for large software development companies?,0.6830
25,How are threats to validity addressed in empirical studies?,How has the reporting of threats to validity evolved over time?,0.6799
26,How is the quantity of empirical studies measured and compared over different periods?,How often are which empirical methods used?,0.6791
27,What types of study populations are most frequently used in empirical research?,How has the proportion of empirical studies evolved over time?,0.6790
28,How is the generalizability of findings from empirical studies assessed?,How has the proportion of empirical studies evolved over time?,0.6764
29,How do different empirical methods impact the soundness of a study?,How many different empirical methods are used per publication?,0.6744
30,What types of analysis methods are most commonly employed in empirical evaluations?,How many different empirical methods are used per publication?,0.6682
31,How do different empirical methods impact the soundness of a study?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6679
32,What types of analysis methods are most commonly employed in empirical evaluations?,How often are which empirical methods used over time?,0.6674
33,How often are informal hypotheses found in empirical studies?,How has the proportion of empirical studies evolved over time?,0.6670
34,How is the quantity of empirical studies measured and compared over different periods?,How has the number of empirical methods used per publication evolved over time?,0.6665
35,Are the evaluation components in empirical studies statistically significant?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6636
36,How is the body of knowledge in software engineering developed through empirical studies?,How many empirical studies are by authors working for large software development companies?,0.6610
37,What bias exists in the selection and presentation of empirical research findings?,How has the proportion of empirical studies evolved over time?,0.6584
38,How do authors define the study type in empirical research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6584
39,What bias exists in empirical research due to the pressure of publication?,How do the authors justify preventing bias in the study results?,0.6579
40,How detailed are the discussions of results in empirical studies?,How has the proportion of empirical studies evolved over time?,0.6568
41,Are there specific prominent researchers who consistently produce high-quality empirical studies?,How has the proportion of empirical studies evolved over time?,0.6566
42,How has empirical research in software engineering evolved in the last 29 years?,How has the proportion of empirical studies evolved over time?,0.6552
43,How do empirical studies relate to theory development in software engineering?,How many empirical studies are by authors working for large software development companies?,0.6550
44,Are there specific prominent researchers who consistently produce high-quality empirical studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6522
45,How do different empirical methods impact the soundness of a study?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6520
46,How is the quantity of empirical studies measured and compared over different periods?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6512
47,How do different empirical methods impact the soundness of a study?,How has the number of empirical methods used per publication evolved over time?,0.6501
48,How are empirical study hypotheses evaluated for appropriateness?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6491
49,What is the extent to which replicated studies occur in empirical evaluations?,How has the proportion of empirical studies evolved over time?,0.6468
50,What are the most common evaluation types used in empirical studies?,How often are which empirical methods used?,0.6466
51,Do empirical studies employ a variety of study designs?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6449
52,How is the generalizability of findings from empirical studies assessed?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6428
53,What frameworks are used to interpret the results from empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6424
54,What bias exists in the selection and presentation of empirical research findings?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6409
55,How often are informal hypotheses found in empirical studies?,How often are which empirical methods used?,0.6402
56,Are there specific prominent researchers who consistently produce high-quality empirical studies?,How many empirical studies are by authors working for large software development companies?,0.6400
57,Do empirical studies employ a variety of study designs?,How often are which empirical methods used?,0.6398
58,What are the primary types of empirical methods utilized in requirements engineering?,How often are which empirical methods used?,0.6396
59,Are empirical studies in software engineering replicated under varying conditions to ensure validity?,How many empirical studies are by authors working for large software development companies?,0.6390
60,What frameworks are used to interpret the results from empirical studies?,How has the proportion of empirical studies evolved over time?,0.6370
61,How is the generalizability of findings from empirical studies assessed?,How often are which empirical methods used?,0.6369
62,What types of analysis methods are most commonly employed in empirical evaluations?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6367
63,What bias exists in empirical research due to the pressure of publication?,How has the proportion of empirical studies evolved over time?,0.6362
64,What is the extent to which replicated studies occur in empirical evaluations?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6361
65,What is the extent to which replicated studies occur in empirical evaluations?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6358
66,What frameworks are used to interpret the results from empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6350
67,What are the recommendations from prominent researchers for conducting empirical evaluations?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6349
68,How is the generalizability of findings from empirical studies assessed?,How has the number of empirical methods used per publication evolved over time?,0.6343
69,How often are informal hypotheses found in empirical studies?,How often are which empirical methods used over time?,0.6329
70,How is the generalizability of findings from empirical studies assessed?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6323
71,How widely are different empirical methods used?,How has the proportion of empirical studies evolved over time?,0.6316
72,What types of study populations are most frequently used in empirical research?,How often are which empirical methods used?,0.6313
73,How is the generalizability of findings from empirical studies assessed?,How many different empirical methods are used per publication?,0.6310
74,How do different empirical methods impact the soundness of a study?,How often are which empirical methods used over time?,0.6301
75,How is the generalizability of findings from empirical studies assessed?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6301
76,How is the quantity of empirical studies measured and compared over different periods?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6297
77,How do empirical studies use examples for model validation?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6290
78,How prevalent is the use of case studies for empirical research in software engineering?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6288
79,How detailed are the discussions of results in empirical studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6283
80,How do authors define the study type in empirical research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6281
81,What is the extent to which replicated studies occur in empirical evaluations?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6280
82,How are research questions and hypotheses formulated in empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6279
83,What bias exists in empirical research due to the pressure of publication?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6277
84,What significant improvements have been recorded in empirical research over the years?,How has the proportion of empirical studies evolved over time?,0.6273
85,How detailed are the discussions of results in empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6272
86,Do empirical studies employ a variety of study designs?,How has the proportion of empirical studies evolved over time?,0.6270
87,What frameworks are used to interpret the results from empirical studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6268
88,What is the extent to which replicated studies occur in empirical evaluations?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6267
89,How is the generalizability of findings from empirical studies assessed?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.6254
90,What bias exists in the selection and presentation of empirical research findings?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6247
91,How are empirical study hypotheses evaluated for appropriateness?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6242
92,How has empirical research in software engineering evolved in the last 29 years?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6240
93,What types of analysis methods are most commonly employed in empirical evaluations?,How often are which statistical methods used?,0.6240
94,What bias exists in the selection and presentation of empirical research findings?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6238
95,How is the quantity of empirical studies measured and compared over different periods?,How many different empirical methods are used per publication?,0.6233
96,How detailed are the discussions of results in empirical studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6232
97,What is the extent to which replicated studies occur in empirical evaluations?,How has the number of empirical methods used per publication evolved over time?,0.6231
98,How is the generalizability of findings from empirical studies assessed?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6230
99,How is the generalizability of findings from empirical studies assessed?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.6228
100,What types of experimental designs are common in empirical software engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6220
101,What are the recommendations from prominent researchers for conducting empirical evaluations?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6219
102,Has the quantity of empirical evaluations increased or decreased over the years?,How has the proportion of empirical studies evolved over time?,0.6219
103,How do authors define the study type in empirical research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6219
104,How widely are different empirical methods used?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6216
105,How are empirical study hypotheses evaluated for appropriateness?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6207
106,What frameworks are used to interpret the results from empirical studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6201
107,Do empirical studies employ a variety of study designs?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6197
108,How detailed are the discussions of results in empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6196
109,How are research questions and hypotheses formulated in empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6195
110,What frameworks are used to interpret the results from empirical studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6195
111,What are the most common evaluation types used in empirical studies?,How many different empirical methods are used per publication?,0.6187
112,What frameworks are used to interpret the results from empirical studies?,How often are which empirical methods used?,0.6184
113,How do authors define the study type in empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6161
114,What types of study populations are most frequently used in empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6155
115,What are the most common evaluation types used in empirical studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6155
116,How does the legal analysis relate to empirical study validity?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6154
117,What frameworks are used to interpret the results from empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6152
118,What are the primary types of empirical methods utilized in requirements engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6152
119,What frameworks are used to interpret the results from empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6150
120,How do authors define the study type in empirical research?,Do the authors report the selected context of their study with specific characteristics?,0.6148
121,Do empirical studies employ a variety of study designs?,How many different empirical methods are used per publication?,0.6147
122,What types of analysis methods are most commonly employed in empirical evaluations?,How has the number of empirical methods used per publication evolved over time?,0.6146
123,What are the primary types of empirical methods utilized in requirements engineering?,How many different empirical methods are used per publication?,0.6145
124,Do empirical studies employ a variety of study designs?,Do the authors report the selected context of their study with specific characteristics?,0.6140
125,How is the generalizability of findings from empirical studies assessed?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.6130
126,How are empirical study hypotheses evaluated for appropriateness?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6124
127,Are there specific prominent researchers who consistently produce high-quality empirical studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6119
128,Do empirical software engineering studies typically have clear units of analysis?,How many empirical studies are by authors working for large software development companies?,0.6116
129,How is the generalizability of findings from empirical studies assessed?,Do the authors report the selected context of their study with specific characteristics?,0.6107
130,What bias exists in the selection and presentation of empirical research findings?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6102
131,How is the quantity of empirical studies measured and compared over different periods?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6095
132,What frameworks are used to interpret the results from empirical studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6093
133,How is the generalizability of findings from empirical studies assessed?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6090
134,Do empirical studies employ a variety of study designs?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6087
135,How detailed are the discussions of results in empirical studies?,Do the authors report the selected context of their study with specific characteristics?,0.6077
136,What is the extent to which replicated studies occur in empirical evaluations?,How many different empirical methods are used per publication?,0.6069
137,How do different empirical methods impact the soundness of a study?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6067
138,How are research questions and hypotheses formulated in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6066
139,How is the quantity of empirical studies measured and compared over different periods?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6063
140,What are the most common evaluation types used in empirical studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6057
141,How are empirical study hypotheses evaluated for appropriateness?,How often are which empirical methods used?,0.6045
142,Do empirical studies employ a variety of study designs?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6028
143,What is the extent to which replicated studies occur in empirical evaluations?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6026
144,How widely are different empirical methods used?,How has the use of statistical methods evolved over time?,0.6022
145,Do empirical studies employ a variety of study designs?,How has the number of empirical methods used per publication evolved over time?,0.6022
146,How do empirical findings inform the development of software engineering theories?,How many empirical studies are by authors working for large software development companies?,0.6012
147,What types of study populations are most frequently used in empirical research?,How often are which empirical methods used over time?,0.6010
148,How do empirical studies use examples for model validation?,How often are which empirical methods used?,0.6009
149,Are there specific prominent researchers who consistently produce high-quality empirical studies?,How has the number of empirical methods used per publication evolved over time?,0.6009
150,How often are informal hypotheses found in empirical studies?,How has the number of empirical methods used per publication evolved over time?,0.6006
151,What is the role of discussions in evaluating empirical research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6006
152,What is the proportion of articles that include empirical evaluations in software engineering journals versus conference proceedings?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6005
153,What are the common sources of data for empirical studies in software engineering?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6000
154,What bias exists in the selection and presentation of empirical research findings?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5998
155,What is the extent to which replicated studies occur in empirical evaluations?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5992
156,How detailed are the discussions of results in empirical studies?,How often are which empirical methods used?,0.5981
157,How do authors define the study type in empirical research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5981
158,Do empirical studies employ a variety of study designs?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5980
159,How do authors define the study type in empirical research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5980
160,What are the recommendations from prominent researchers for conducting empirical evaluations?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5978
161,Are the evaluation components in empirical studies statistically significant?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5977
162,What bias exists in the selection and presentation of empirical research findings?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5977
163,How effective are empirical studies in influencing software engineering practices?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5976
164,Do empirical studies employ a variety of study designs?,How many empirical studies are by authors working for large software development companies?,0.5974
165,How do authors define the study type in empirical research?,How has the proportion of empirical studies evolved over time?,0.5969
