,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of a Human-Computer Interaction (HCI) system?,0.6515
1,What is an interactive software system?,What are the main components of a Human-Computer Interaction (HCI) system?,0.5684
2,What is a complex interactive computer system?,What are the main components of a Human-Computer Interaction (HCI) system?,0.6886
3,What does make up the user interface of an interactive computer system?,What are the main components of a Human-Computer Interaction (HCI) system?,0.7006
4,What is a User?,How can user profiles be modeled in HCI systems?,0.4487
5,How can a user interact in human–computer interactions?,What are the main components of a Human-Computer Interaction (HCI) system?,0.6627
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of a Human-Computer Interaction (HCI) system?,0.5276
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of a Human-Computer Interaction (HCI) system?,0.539
8,What does make up a complex user participation?,What are the main components of a Human-Computer Interaction (HCI) system?,0.4714
9,What is a human–computer interaction?,What are the main components of a Human-Computer Interaction (HCI) system?,0.7416
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do interaction modes influence user experience?,0.4617
11,How is a user input processed by an interactive computer system?,What are the different types of input interactions in HCI?,0.592
12,How does a user receive an output from an interactive computer system?,What are the different types of output interactions in HCI?,0.5018
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of input interactions in HCI?,0.5755
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of a Human-Computer Interaction (HCI) system?,0.453
