,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key user characteristics affecting interaction with computer systems?,0.6586
1,What is an interactive software system?,What are the key concepts in modeling adaptive interactive systems?,0.6149
2,What is a complex interactive computer system?,What are the key concepts in modeling adaptive interactive systems?,0.6266
3,What does make up the user interface of an interactive computer system?,What are the key user characteristics affecting interaction with computer systems?,0.7413
4,What is a User?,How can user characteristics be used to adapt user interfaces?,0.4828
5,How can a user interact in human–computer interactions?,What are the key user characteristics affecting interaction with computer systems?,0.7245
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key user characteristics affecting interaction with computer systems?,0.631
7,Why does a user intentionally interact with an interactive computer system?,What are the key user characteristics affecting interaction with computer systems?,0.6692
8,What does make up a complex user participation?,What are the key user characteristics affecting interaction with computer systems?,0.4954
9,What is a human–computer interaction?,How are interaction modes defined in the context of human-computer interaction?,0.6945
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the key user characteristics affecting interaction with computer systems?,0.5218
11,How is a user input processed by an interactive computer system?,What are the key user characteristics affecting interaction with computer systems?,0.576
12,How does a user receive an output from an interactive computer system?,What are the key user characteristics affecting interaction with computer systems?,0.51
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key user characteristics affecting interaction with computer systems?,0.5688
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key user characteristics affecting interaction with computer systems?,0.4573
