,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary physical and logical interaction resources in an interactive system?,0.7175
1,What is an interactive software system?,What are the primary physical and logical interaction resources in an interactive system?,0.6508
2,What is a complex interactive computer system?,What are the primary physical and logical interaction resources in an interactive system?,0.702
3,What does make up the user interface of an interactive computer system?,What are the primary physical and logical interaction resources in an interactive system?,0.7412
4,What is a User?,How can user profiles be dynamically updated and leveraged in the ontology?,0.3649
5,How can a user interact in human–computer interactions?,What are the primary physical and logical interaction resources in an interactive system?,0.5714
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary physical and logical interaction resources in an interactive system?,0.5555
7,Why does a user intentionally interact with an interactive computer system?,What are the primary physical and logical interaction resources in an interactive system?,0.5477
8,What does make up a complex user participation?,What types of user interactions are most critical to consider in an HCI ontology?,0.455
9,What is a human–computer interaction?,What are the primary physical and logical interaction resources in an interactive system?,0.5829
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",Which user characteristics significantly influence the adaptation of user interfaces?,0.4458
11,How is a user input processed by an interactive computer system?,How does the interaction of inputs and outputs influence the user interface design?,0.6137
12,How does a user receive an output from an interactive computer system?,How does the interaction of inputs and outputs influence the user interface design?,0.5224
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the interaction of inputs and outputs influence the user interface design?,0.6473
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How does the interaction of inputs and outputs influence the user interface design?,0.4035
