,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of an interactive system?,0.8108
1,What is an interactive software system?,What are the primary components of an interactive system?,0.7495
2,What is a complex interactive computer system?,What are the primary components of an interactive system?,0.7623
3,What does make up the user interface of an interactive computer system?,What are the primary components of an interactive system?,0.8127
4,What is a User?,How does the ontology define and categorize user profiles?,0.5007
5,How can a user interact in human–computer interactions?,What modalities are supported for user interaction in HCI?,0.5754
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components of an interactive system?,0.6281
7,Why does a user intentionally interact with an interactive computer system?,What are the primary components of an interactive system?,0.6299
8,What does make up a complex user participation?,What are the primary components of an interactive system?,0.4551
9,What is a human–computer interaction?,What are the primary components of an interactive system?,0.574
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What modalities are supported for user interaction in HCI?,0.4046
11,How is a user input processed by an interactive computer system?,How is user input represented in HCI systems?,0.7447
12,How does a user receive an output from an interactive computer system?,How is user input represented in HCI systems?,0.6122
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is user input represented in HCI systems?,0.7473
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary components of an interactive system?,0.4002
