,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components involved in user interaction within an HCI system?,0.6201
1,What is an interactive software system?,What are the primary components involved in user interaction within an HCI system?,0.5586
2,What is a complex interactive computer system?,What are the primary components involved in user interaction within an HCI system?,0.625
3,What does make up the user interface of an interactive computer system?,What are the primary components involved in user interaction within an HCI system?,0.7075
4,What is a User?,How does the ontology model describe user profiles in the HCI domain?,0.4084
5,How can a user interact in human–computer interactions?,What are the primary components involved in user interaction within an HCI system?,0.6867
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components involved in user interaction within an HCI system?,0.5784
7,Why does a user intentionally interact with an interactive computer system?,What are the primary components involved in user interaction within an HCI system?,0.609
8,What does make up a complex user participation?,What are the primary components involved in user interaction within an HCI system?,0.5246
9,What is a human–computer interaction?,What is the definition of Human-Computer Interaction (HCI) in the context of adaptive systems?,0.7334
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary components involved in user interaction within an HCI system?,0.5061
11,How is a user input processed by an interactive computer system?,How do multimodal systems combine different input/output methods for interaction?,0.5733
12,How does a user receive an output from an interactive computer system?,How do multimodal systems combine different input/output methods for interaction?,0.5227
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do multimodal systems combine different input/output methods for interaction?,0.5913
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What is the definition of Human-Computer Interaction (HCI) in the context of adaptive systems?,0.46
