,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How does the interaction ontology represent different user characteristics?,0.463
1,What is an interactive software system?,How does the interaction ontology represent different user characteristics?,0.4555
2,What is a complex interactive computer system?,What are the core components of an interaction ontology in HCI?,0.4874
3,What does make up the user interface of an interactive computer system?,How does the interaction ontology represent different user characteristics?,0.5658
4,What is a User?,How does the interaction ontology represent different user characteristics?,0.4472
5,How can a user interact in human–computer interactions?,How does the interaction ontology represent different user characteristics?,0.5412
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does the interaction ontology represent different user characteristics?,0.4473
7,Why does a user intentionally interact with an interactive computer system?,How does the interaction ontology represent different user characteristics?,0.4797
8,What does make up a complex user participation?,How does the interaction ontology represent different user characteristics?,0.4703
9,What is a human–computer interaction?,What are the core components of an interaction ontology in HCI?,0.4853
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does the interaction ontology represent different user characteristics?,0.4482
11,How is a user input processed by an interactive computer system?,How does the interaction ontology distinguish between input and output modes?,0.4714
12,How does a user receive an output from an interactive computer system?,How does the interaction ontology distinguish between input and output modes?,0.4911
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the interaction ontology distinguish between input and output modes?,0.5263
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How does the interaction ontology represent different user characteristics?,0.331
