,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components involved in Human-Computer Interaction?,0.6194
1,What is an interactive software system?,How is user interaction categorized in Human-Computer Interaction?,0.5543
2,What is a complex interactive computer system?,What are the primary components involved in Human-Computer Interaction?,0.638
3,What does make up the user interface of an interactive computer system?,What are the primary components involved in Human-Computer Interaction?,0.6724
4,What is a User?,What are some key methods for user modeling in Human-Computer Interaction?,0.4369
5,How can a user interact in human–computer interactions?,How is user interaction categorized in Human-Computer Interaction?,0.7447
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components involved in Human-Computer Interaction?,0.5414
7,Why does a user intentionally interact with an interactive computer system?,How is user interaction categorized in Human-Computer Interaction?,0.5663
8,What does make up a complex user participation?,How is user interaction categorized in Human-Computer Interaction?,0.5044
9,What is a human–computer interaction?,How is user interaction categorized in Human-Computer Interaction?,0.7535
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is user interaction categorized in Human-Computer Interaction?,0.5304
11,How is a user input processed by an interactive computer system?,What are the primary components involved in Human-Computer Interaction?,0.5277
12,How does a user receive an output from an interactive computer system?,How can sensory and motor abilities affect user interaction with a system?,0.414
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components involved in Human-Computer Interaction?,0.5061
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary components involved in Human-Computer Interaction?,0.467
