,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the different types of interaction components in Human-Computer Interaction systems?,0.6629
1,What is an interactive software system?,What role do user modeling algorithms play in adapting interactive systems?,0.6032
2,What is a complex interactive computer system?,What are the different types of interaction components in Human-Computer Interaction systems?,0.6716
3,What does make up the user interface of an interactive computer system?,What are the different types of interaction components in Human-Computer Interaction systems?,0.719
4,What is a User?,What characteristics of users are considered when adapting a user interface in HCI?,0.4102
5,How can a user interact in human–computer interactions?,What are the different types of interaction components in Human-Computer Interaction systems?,0.6818
6,"Considering intentionality, how can a user interact with an interactive computer system?",What role do user modeling algorithms play in adapting interactive systems?,0.5518
7,Why does a user intentionally interact with an interactive computer system?,What role do user modeling algorithms play in adapting interactive systems?,0.5861
8,What does make up a complex user participation?,"What are the different levels of user capacity for interaction modalities, and how are they defined?",0.5012
9,What is a human–computer interaction?,What are the different types of interaction components in Human-Computer Interaction systems?,0.7041
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What role do user modeling algorithms play in adapting interactive systems?,0.5106
11,How is a user input processed by an interactive computer system?,"How do input modes, input modalities, and input mediums relate to each other in an interactive system?",0.6026
12,How does a user receive an output from an interactive computer system?,"How do input modes, input modalities, and input mediums relate to each other in an interactive system?",0.4754
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,"How do input modes, input modalities, and input mediums relate to each other in an interactive system?",0.6096
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What role do user modeling algorithms play in adapting interactive systems?,0.4069
