,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,In what ways can an HCI ontology enhance the usability and accessibility of interactive systems?,0.566
1,What is an interactive software system?,In what ways can an HCI ontology enhance the usability and accessibility of interactive systems?,0.5575
2,What is a complex interactive computer system?,What are the fundamental components of Human-Computer Interaction ontology?,0.5764
3,What does make up the user interface of an interactive computer system?,In what ways can an HCI ontology enhance the usability and accessibility of interactive systems?,0.5886
4,What is a User?,What are the core relationships between user profiles and interaction modalities in HCI ontology?,0.3532
5,How can a user interact in human–computer interactions?,What are the fundamental components of Human-Computer Interaction ontology?,0.5988
6,"Considering intentionality, how can a user interact with an interactive computer system?",In what ways can an HCI ontology enhance the usability and accessibility of interactive systems?,0.5195
7,Why does a user intentionally interact with an interactive computer system?,In what ways can an HCI ontology enhance the usability and accessibility of interactive systems?,0.5033
8,What does make up a complex user participation?,What are the core relationships between user profiles and interaction modalities in HCI ontology?,0.4264
9,What is a human–computer interaction?,What are the fundamental components of Human-Computer Interaction ontology?,0.6679
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",In what ways can an HCI ontology enhance the usability and accessibility of interactive systems?,0.4122
11,How is a user input processed by an interactive computer system?,In what ways can an HCI ontology enhance the usability and accessibility of interactive systems?,0.4445
12,How does a user receive an output from an interactive computer system?,How can we represent multiple input and output modalities for a single user in the HCI ontology?,0.3992
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can we represent multiple input and output modalities for a single user in the HCI ontology?,0.4396
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the fundamental components of Human-Computer Interaction ontology?,0.4168
