,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7775
1,What is an interactive software system?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7182
2,What is a complex interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7689
3,What does make up the user interface of an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.8022
4,What is a User?,How are user characteristics represented in an ontology-based model for adaptive interfaces?,0.368
5,How can a user interact in human–computer interactions?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6714
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6129
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6303
8,What does make up a complex user participation?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.4796
9,What is a human–computer interaction?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7433
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does multimodality enhance the interaction experience in HCI systems?,0.4538
11,How is a user input processed by an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6592
12,How does a user receive an output from an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.5521
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6428
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.4689
