,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.5145
1,What is an interactive software system?,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.4808
2,What is a complex interactive computer system?,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.5535
3,What does make up the user interface of an interactive computer system?,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.5566
4,What is a User?,What ontological concepts are essential to represent user profiles in adaptive HCI systems?,0.3428
5,How can a user interact in human–computer interactions?,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.596
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.4502
7,Why does a user intentionally interact with an interactive computer system?,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.4378
8,What does make up a complex user participation?,What ontological concepts are essential to represent user profiles in adaptive HCI systems?,0.412
9,What is a human–computer interaction?,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.6322
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is user feedback integrated into the evolution of an HCI ontology?,0.3859
11,How is a user input processed by an interactive computer system?,How are input and output modalities represented in an HCI ontology?,0.4118
12,How does a user receive an output from an interactive computer system?,How are input and output modalities represented in an HCI ontology?,0.3994
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are input and output modalities represented in an HCI ontology?,0.4693
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key components of an interaction ontology in Human-Computer Interaction (HCI)?,0.3874
