,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components that define a human-computer interaction system?,0.7232
1,What is an interactive software system?,What are the primary components that define a human-computer interaction system?,0.6188
2,What is a complex interactive computer system?,What are the primary components that define a human-computer interaction system?,0.7295
3,What does make up the user interface of an interactive computer system?,What are the primary components that define a human-computer interaction system?,0.7494
4,What is a User?,How can user profiles be represented in an HCI ontology?,0.405
5,How can a user interact in human–computer interactions?,What are the primary components that define a human-computer interaction system?,0.6881
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components that define a human-computer interaction system?,0.57
7,Why does a user intentionally interact with an interactive computer system?,What are the primary components that define a human-computer interaction system?,0.5772
8,What does make up a complex user participation?,What are the primary components that define a human-computer interaction system?,0.474
9,What is a human–computer interaction?,What are the primary components that define a human-computer interaction system?,0.7834
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What contextual factors can influence user interaction with an HCI system?,0.4916
11,How is a user input processed by an interactive computer system?,What are the primary components that define a human-computer interaction system?,0.5664
12,How does a user receive an output from an interactive computer system?,What are the primary components that define a human-computer interaction system?,0.4771
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components that define a human-computer interaction system?,0.5553
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary components that define a human-computer interaction system?,0.4819
