,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary modes of interaction between humans and computers in an HCI system?,0.6396
1,What is an interactive software system?,What are the key components of an interactive adaptive system ontology?,0.5632
2,What is a complex interactive computer system?,What are the primary modes of interaction between humans and computers in an HCI system?,0.6653
3,What does make up the user interface of an interactive computer system?,What are the primary modes of interaction between humans and computers in an HCI system?,0.6772
4,What is a User?,How can user profiles be utilized to customize user interfaces in an HCI system?,0.3344
5,How can a user interact in human–computer interactions?,What are the primary modes of interaction between humans and computers in an HCI system?,0.732
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary modes of interaction between humans and computers in an HCI system?,0.5709
7,Why does a user intentionally interact with an interactive computer system?,What are the primary modes of interaction between humans and computers in an HCI system?,0.5862
8,What does make up a complex user participation?,What are the primary modes of interaction between humans and computers in an HCI system?,0.4393
9,What is a human–computer interaction?,What are the primary modes of interaction between humans and computers in an HCI system?,0.7551
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary modes of interaction between humans and computers in an HCI system?,0.4729
11,How is a user input processed by an interactive computer system?,"What input modalities are available in human-computer interaction, and how are they selected based on user characteristics?",0.6721
12,How does a user receive an output from an interactive computer system?,What are the primary modes of interaction between humans and computers in an HCI system?,0.5097
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,"What input modalities are available in human-computer interaction, and how are they selected based on user characteristics?",0.656
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary modes of interaction between humans and computers in an HCI system?,0.4616
