,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of a human-computer interaction system?,0.7059
1,What is an interactive software system?,How can user characteristics influence the design of an interactive system?,0.6172
2,What is a complex interactive computer system?,What are the main components of a human-computer interaction system?,0.7127
3,What does make up the user interface of an interactive computer system?,How can user characteristics influence the design of an interactive system?,0.7512
4,What is a User?,How can user characteristics influence the design of an interactive system?,0.4335
5,How can a user interact in human–computer interactions?,What are the main components of a human-computer interaction system?,0.6933
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user characteristics influence the design of an interactive system?,0.6561
7,Why does a user intentionally interact with an interactive computer system?,How can user characteristics influence the design of an interactive system?,0.7026
8,What does make up a complex user participation?,How can user characteristics influence the design of an interactive system?,0.5281
9,What is a human–computer interaction?,What are the main components of a human-computer interaction system?,0.7551
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics influence the design of an interactive system?,0.556
11,How is a user input processed by an interactive computer system?,What input and output modalities are typically used in human-computer interaction?,0.6233
12,How does a user receive an output from an interactive computer system?,What input and output modalities are typically used in human-computer interaction?,0.5483
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What input and output modalities are typically used in human-computer interaction?,0.6723
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user characteristics influence the design of an interactive system?,0.4867
