,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the essential components of an interaction ontology in human-computer interaction?,0.5367
1,What is an interactive software system?,What are the essential components of an interaction ontology in human-computer interaction?,0.4917
2,What is a complex interactive computer system?,What are the essential components of an interaction ontology in human-computer interaction?,0.5575
3,What does make up the user interface of an interactive computer system?,What are the essential components of an interaction ontology in human-computer interaction?,0.5757
4,What is a User?,What kinds of user preferences and context information are critical in user model ontologies for HCI?,0.3331
5,How can a user interact in human–computer interactions?,What are the essential components of an interaction ontology in human-computer interaction?,0.6053
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can a system dynamically adapt its interface based on real-time user interaction data?,0.5308
7,Why does a user intentionally interact with an interactive computer system?,How can a system dynamically adapt its interface based on real-time user interaction data?,0.4968
8,What does make up a complex user participation?,What are the essential components of an interaction ontology in human-computer interaction?,0.4245
9,What is a human–computer interaction?,What are the essential components of an interaction ontology in human-computer interaction?,0.6208
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the essential components of an interaction ontology in human-computer interaction?,0.3936
11,How is a user input processed by an interactive computer system?,How can a system dynamically adapt its interface based on real-time user interaction data?,0.5314
12,How does a user receive an output from an interactive computer system?,How can a system dynamically adapt its interface based on real-time user interaction data?,0.4856
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can a system dynamically adapt its interface based on real-time user interaction data?,0.5092
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the essential components of an interaction ontology in human-computer interaction?,0.3797
