,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary modes of interaction between humans and computers in the HCI domain?,0.5852
1,What is an interactive software system?,What are the core components of an adaptive interactive system ontology?,0.5678
2,What is a complex interactive computer system?,What are the primary modes of interaction between humans and computers in the HCI domain?,0.6236
3,What does make up the user interface of an interactive computer system?,How do multimodal interfaces enhance user interaction in HCI systems?,0.6466
4,What is a User?,How is user modeling represented in HCI ontologies?,0.3984
5,How can a user interact in human–computer interactions?,What are the primary modes of interaction between humans and computers in the HCI domain?,0.7365
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do multimodal interfaces enhance user interaction in HCI systems?,0.5463
7,Why does a user intentionally interact with an interactive computer system?,How do multimodal interfaces enhance user interaction in HCI systems?,0.5839
8,What does make up a complex user participation?,What are the primary modes of interaction between humans and computers in the HCI domain?,0.4626
9,What is a human–computer interaction?,What are the primary modes of interaction between humans and computers in the HCI domain?,0.7555
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary modes of interaction between humans and computers in the HCI domain?,0.5039
11,How is a user input processed by an interactive computer system?,How do multimodal interfaces enhance user interaction in HCI systems?,0.5129
12,How does a user receive an output from an interactive computer system?,What are the primary modes of interaction between humans and computers in the HCI domain?,0.4511
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are input and output interaction components classified and related in HCI ontologies?,0.5336
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary modes of interaction between humans and computers in the HCI domain?,0.4599
