,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the types of interaction modalities in Human-Computer Interaction (HCI)?,0.5773
1,What is an interactive software system?,What are the types of interaction modalities in Human-Computer Interaction (HCI)?,0.513
2,What is a complex interactive computer system?,What are the types of interaction modalities in Human-Computer Interaction (HCI)?,0.6252
3,What does make up the user interface of an interactive computer system?,What are the types of interaction modalities in Human-Computer Interaction (HCI)?,0.6377
4,What is a User?,How do user characteristics influence the choice of interaction modalities?,0.347
5,How can a user interact in human–computer interactions?,What are the types of interaction modalities in Human-Computer Interaction (HCI)?,0.6898
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can multimodal systems enhance user interaction in smart environments?,0.568
7,Why does a user intentionally interact with an interactive computer system?,How can multimodal systems enhance user interaction in smart environments?,0.5718
8,What does make up a complex user participation?,How do user characteristics influence the choice of interaction modalities?,0.4787
9,What is a human–computer interaction?,What are the types of interaction modalities in Human-Computer Interaction (HCI)?,0.7174
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user characteristics influence the choice of interaction modalities?,0.4834
11,How is a user input processed by an interactive computer system?,How can multimodal systems enhance user interaction in smart environments?,0.5032
12,How does a user receive an output from an interactive computer system?,How can multimodal systems enhance user interaction in smart environments?,0.4472
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What is the relationship between input modalities and the user's sensory and motor abilities?,0.4872
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the types of interaction modalities in Human-Computer Interaction (HCI)?,0.4109
