,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core elements or components of an interactive system in HCI?,0.7129
1,What is an interactive software system?,What are the core elements or components of an interactive system in HCI?,0.6559
2,What is a complex interactive computer system?,What are the core elements or components of an interactive system in HCI?,0.7198
3,What does make up the user interface of an interactive computer system?,What are the core elements or components of an interactive system in HCI?,0.7617
4,What is a User?,How are user profiles defined within the context of HCI adaptive systems?,0.3877
5,How can a user interact in human–computer interactions?,What are the primary interaction modalities used in Human-Computer Interaction (HCI)?,0.6719
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core elements or components of an interactive system in HCI?,0.5414
7,Why does a user intentionally interact with an interactive computer system?,What are the core elements or components of an interactive system in HCI?,0.5515
8,What does make up a complex user participation?,What are the primary interaction modalities used in Human-Computer Interaction (HCI)?,0.4514
9,What is a human–computer interaction?,What are the primary interaction modalities used in Human-Computer Interaction (HCI)?,0.7007
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary interaction modalities used in Human-Computer Interaction (HCI)?,0.4387
11,How is a user input processed by an interactive computer system?,What are the core elements or components of an interactive system in HCI?,0.5836
12,How does a user receive an output from an interactive computer system?,What are the core elements or components of an interactive system in HCI?,0.4979
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core elements or components of an interactive system in HCI?,0.5703
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary interaction modalities used in Human-Computer Interaction (HCI)?,0.4219
