,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the essential input and output modalities utilized in interactive systems?,0.6857
1,What is an interactive software system?,What are the primary components involved in user-system interaction?,0.6241
2,What is a complex interactive computer system?,What are the essential input and output modalities utilized in interactive systems?,0.6453
3,What does make up the user interface of an interactive computer system?,What are the primary components involved in user-system interaction?,0.7689
4,What is a User?,What are the primary components involved in user-system interaction?,0.3965
5,How can a user interact in human–computer interactions?,What are the primary components involved in user-system interaction?,0.708
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components involved in user-system interaction?,0.6334
7,Why does a user intentionally interact with an interactive computer system?,What are the primary components involved in user-system interaction?,0.673
8,What does make up a complex user participation?,What are the primary components involved in user-system interaction?,0.5572
9,What is a human–computer interaction?,What are the primary components involved in user-system interaction?,0.6126
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary components involved in user-system interaction?,0.5365
11,How is a user input processed by an interactive computer system?,What are the essential input and output modalities utilized in interactive systems?,0.7003
12,How does a user receive an output from an interactive computer system?,What are the essential input and output modalities utilized in interactive systems?,0.6466
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the essential input and output modalities utilized in interactive systems?,0.7378
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary components involved in user-system interaction?,0.4321
