,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the fundamental components of human-computer interaction (HCI) systems?,0.6599
1,What is an interactive software system?,What are the fundamental components of human-computer interaction (HCI) systems?,0.5838
2,What is a complex interactive computer system?,What are the fundamental components of human-computer interaction (HCI) systems?,0.7053
3,What does make up the user interface of an interactive computer system?,What are the fundamental components of human-computer interaction (HCI) systems?,0.7063
4,What is a User?,How does the interaction ontology describe the relationships between user characteristics and interface parameters?,0.3837
5,How can a user interact in human–computer interactions?,What are the fundamental components of human-computer interaction (HCI) systems?,0.6758
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can context-aware adaptation be integrated into interactive systems?,0.5683
7,Why does a user intentionally interact with an interactive computer system?,What are the critical factors to consider when designing a multimodal interactive system?,0.5449
8,What does make up a complex user participation?,What are the fundamental components of human-computer interaction (HCI) systems?,0.4753
9,What is a human–computer interaction?,What are the fundamental components of human-computer interaction (HCI) systems?,0.7643
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can ontologies be used to model and reason about user interactions in HCI systems?,0.4282
11,How is a user input processed by an interactive computer system?,What are the fundamental components of human-computer interaction (HCI) systems?,0.5541
12,How does a user receive an output from an interactive computer system?,What are the fundamental components of human-computer interaction (HCI) systems?,0.4602
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the fundamental components of human-computer interaction (HCI) systems?,0.5501
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the fundamental components of human-computer interaction (HCI) systems?,0.4876
