,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key concepts involved in Human-Computer Interaction?,0.6135
1,What is an interactive software system?,What are the key concepts involved in Human-Computer Interaction?,0.5387
2,What is a complex interactive computer system?,What are the key concepts involved in Human-Computer Interaction?,0.6543
3,What does make up the user interface of an interactive computer system?,What are the key concepts involved in Human-Computer Interaction?,0.6509
4,What is a User?,How are user profiles constructed and utilized to enhance HCI systems?,0.4483
5,How can a user interact in human–computer interactions?,What are the key concepts involved in Human-Computer Interaction?,0.7642
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key concepts involved in Human-Computer Interaction?,0.5491
7,Why does a user intentionally interact with an interactive computer system?,What are the key concepts involved in Human-Computer Interaction?,0.5229
8,What does make up a complex user participation?,What are the key concepts involved in Human-Computer Interaction?,0.488
9,What is a human–computer interaction?,What are the key concepts involved in Human-Computer Interaction?,0.7914
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the key concepts involved in Human-Computer Interaction?,0.4925
11,How is a user input processed by an interactive computer system?,How is user interaction data captured and utilized for interface adaptation?,0.5435
12,How does a user receive an output from an interactive computer system?,How is user interaction data captured and utilized for interface adaptation?,0.4565
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is user interaction data captured and utilized for interface adaptation?,0.535
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key concepts involved in Human-Computer Interaction?,0.5301
