,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of a human-computer interaction system?,0.6599
1,What is an interactive software system?,What are the core components of a human-computer interaction system?,0.5577
2,What is a complex interactive computer system?,What are the core components of a human-computer interaction system?,0.6786
3,What does make up the user interface of an interactive computer system?,What are the core components of a human-computer interaction system?,0.714
4,What is a User?,How can user characteristics influence the interaction modalities in a human-computer interaction system?,0.4168
5,How can a user interact in human–computer interactions?,How can user characteristics influence the interaction modalities in a human-computer interaction system?,0.7212
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user characteristics influence the interaction modalities in a human-computer interaction system?,0.5929
7,Why does a user intentionally interact with an interactive computer system?,How can user characteristics influence the interaction modalities in a human-computer interaction system?,0.6154
8,What does make up a complex user participation?,How can user characteristics influence the interaction modalities in a human-computer interaction system?,0.5239
9,What is a human–computer interaction?,What are the core components of a human-computer interaction system?,0.7012
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics influence the interaction modalities in a human-computer interaction system?,0.6044
11,How is a user input processed by an interactive computer system?,What are the different types of input and output modalities in human-computer interaction?,0.6178
12,How does a user receive an output from an interactive computer system?,What are the different types of input and output modalities in human-computer interaction?,0.5589
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of input and output modalities in human-computer interaction?,0.6674
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user characteristics influence the interaction modalities in a human-computer interaction system?,0.4929
