,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of user interactions are essential in human-computer interaction?,0.6099
1,What is an interactive software system?,How can user modeling enhance the personalization of interactive systems?,0.555
2,What is a complex interactive computer system?,What types of user interactions are essential in human-computer interaction?,0.6037
3,What does make up the user interface of an interactive computer system?,What types of user interactions are essential in human-computer interaction?,0.6844
4,What is a User?,What defines a user profile in the context of adaptive user interfaces?,0.4875
5,How can a user interact in human–computer interactions?,What types of user interactions are essential in human-computer interaction?,0.8271
6,"Considering intentionality, how can a user interact with an interactive computer system?",What types of user interactions are essential in human-computer interaction?,0.6042
7,Why does a user intentionally interact with an interactive computer system?,What types of user interactions are essential in human-computer interaction?,0.6218
8,What does make up a complex user participation?,What types of user interactions are essential in human-computer interaction?,0.5213
9,What is a human–computer interaction?,What types of user interactions are essential in human-computer interaction?,0.7505
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What types of user interactions are essential in human-computer interaction?,0.5526
11,How is a user input processed by an interactive computer system?,How can user modeling enhance the personalization of interactive systems?,0.5394
12,How does a user receive an output from an interactive computer system?,What are the different types of output modalities in human-computer interaction?,0.548
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of output modalities in human-computer interaction?,0.5697
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the different types of output modalities in human-computer interaction?,0.4699
