,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of an interactive system as represented in the ontology?,0.7058
1,What is an interactive software system?,What are the key components of an interactive system as represented in the ontology?,0.6743
2,What is a complex interactive computer system?,What are the key components of an interactive system as represented in the ontology?,0.6696
3,What does make up the user interface of an interactive computer system?,What are the key components of an interactive system as represented in the ontology?,0.7068
4,What is a User?,How are user characteristics used to generate adaptive user interfaces?,0.4142
5,How can a user interact in human–computer interactions?,Which input and output modalities are essential for effective human-computer interaction?,0.6128
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key components of an interactive system as represented in the ontology?,0.5585
7,Why does a user intentionally interact with an interactive computer system?,What are the key components of an interactive system as represented in the ontology?,0.5237
8,What does make up a complex user participation?,How are user characteristics used to generate adaptive user interfaces?,0.4183
9,What is a human–computer interaction?,Which input and output modalities are essential for effective human-computer interaction?,0.593
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What role does the user’s sensory and motor abilities play in the selection of interaction modalities?,0.4289
11,How is a user input processed by an interactive computer system?,Which input and output modalities are essential for effective human-computer interaction?,0.5848
12,How does a user receive an output from an interactive computer system?,Which input and output modalities are essential for effective human-computer interaction?,0.5185
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,Which input and output modalities are essential for effective human-computer interaction?,0.6226
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,Which input and output modalities are essential for effective human-computer interaction?,0.4882
