,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core interaction modalities in Human-Computer Interaction?,0.5757
1,What is an interactive software system?,What types of user interactions are crucial for adaptive systems?,0.5045
2,What is a complex interactive computer system?,What are the core interaction modalities in Human-Computer Interaction?,0.6073
3,What does make up the user interface of an interactive computer system?,What are the core interaction modalities in Human-Computer Interaction?,0.6408
4,What is a User?,How can user profiles be dynamically adapted based on context-aware ontologies?,0.3311
5,How can a user interact in human–computer interactions?,What are the core interaction modalities in Human-Computer Interaction?,0.6875
6,"Considering intentionality, how can a user interact with an interactive computer system?",What types of user interactions are crucial for adaptive systems?,0.5176
7,Why does a user intentionally interact with an interactive computer system?,What types of user interactions are crucial for adaptive systems?,0.5457
8,What does make up a complex user participation?,What are the core interaction modalities in Human-Computer Interaction?,0.4686
9,What is a human–computer interaction?,What are the core interaction modalities in Human-Computer Interaction?,0.7006
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the core interaction modalities in Human-Computer Interaction?,0.4605
11,How is a user input processed by an interactive computer system?,What types of user interactions are crucial for adaptive systems?,0.4956
12,How does a user receive an output from an interactive computer system?,What are common input and output modalities used in HCI systems?,0.4395
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are common input and output modalities used in HCI systems?,0.5111
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core interaction modalities in Human-Computer Interaction?,0.4679
