,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How do input and output modalities contribute to user interaction in HCI systems?,0.5025
1,What is an interactive software system?,How do input and output modalities contribute to user interaction in HCI systems?,0.4307
2,What is a complex interactive computer system?,How do input and output modalities contribute to user interaction in HCI systems?,0.504
3,What does make up the user interface of an interactive computer system?,How do input and output modalities contribute to user interaction in HCI systems?,0.5958
4,What is a User?,What are the competency levels for measuring user capacities in HCI interaction?,0.2924
5,How can a user interact in human–computer interactions?,What are the challenges addressed by personalization and adaptation in human-computer interaction?,0.5988
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do input and output modalities contribute to user interaction in HCI systems?,0.4825
7,Why does a user intentionally interact with an interactive computer system?,How do input and output modalities contribute to user interaction in HCI systems?,0.5298
8,What does make up a complex user participation?,What are the competency levels for measuring user capacities in HCI interaction?,0.4612
9,What is a human–computer interaction?,What are the challenges addressed by personalization and adaptation in human-computer interaction?,0.539
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the challenges addressed by personalization and adaptation in human-computer interaction?,0.4838
11,How is a user input processed by an interactive computer system?,How do input and output modalities contribute to user interaction in HCI systems?,0.6216
12,How does a user receive an output from an interactive computer system?,How do input and output modalities contribute to user interaction in HCI systems?,0.5776
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do input and output modalities contribute to user interaction in HCI systems?,0.6622
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the competency levels for measuring user capacities in HCI interaction?,0.4526
