,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the physical devices used for input and output interactions in different contexts?,0.4891
1,What is an interactive software system?,How is multimodal interaction represented and managed in the ontology?,0.4342
2,What is a complex interactive computer system?,How is multimodal interaction represented and managed in the ontology?,0.4935
3,What does make up the user interface of an interactive computer system?,What are the key parameters for designing adaptive user interfaces?,0.5497
4,What is a User?,What are the core concepts related to user profiles and their interaction capabilities?,0.4621
5,How can a user interact in human–computer interactions?,What contextual information is considered for personalizing user interactions?,0.5649
6,"Considering intentionality, how can a user interact with an interactive computer system?",What contextual information is considered for personalizing user interactions?,0.4341
7,Why does a user intentionally interact with an interactive computer system?,What contextual information is considered for personalizing user interactions?,0.4351
8,What does make up a complex user participation?,What are the core concepts related to user profiles and their interaction capabilities?,0.5213
9,What is a human–computer interaction?,What are the semantic relationships between the different interaction concepts?,0.4984
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What contextual information is considered for personalizing user interactions?,0.4068
11,How is a user input processed by an interactive computer system?,What are the physical devices used for input and output interactions in different contexts?,0.5804
12,How does a user receive an output from an interactive computer system?,What are the physical devices used for input and output interactions in different contexts?,0.5562
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the physical devices used for input and output interactions in different contexts?,0.6227
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods are used to measure and adapt to different user capabilities?,0.4366
