,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.8332
1,What is an interactive software system?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.7597
2,What is a complex interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.7876
3,What does make up the user interface of an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.8488
4,What is a User?,How can user characteristics influence the design of adaptive user interfaces?,0.3707
5,How can a user interact in human–computer interactions?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.6992
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of an interactive system in the context of Human-Computer Interaction?,0.6645
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.675
8,What does make up a complex user participation?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.4789
9,What is a human–computer interaction?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.7395
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main components of an interactive system in the context of Human-Computer Interaction?,0.4706
11,How is a user input processed by an interactive computer system?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.7084
12,How does a user receive an output from an interactive computer system?,How do physical devices facilitate input and output modalities in interactive systems?,0.6017
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main components of an interactive system in the context of Human-Computer Interaction?,0.6858
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods are employed to measure user capabilities and incorporate them into HCI systems?,0.4898
