,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How does an interactive system infer user preferences and adapt to them?,0.5402
1,What is an interactive software system?,How does an interactive system infer user preferences and adapt to them?,0.5314
2,What is a complex interactive computer system?,How does the system model user activities for adaptive interaction design?,0.5202
3,What does make up the user interface of an interactive computer system?,How does an interactive system infer user preferences and adapt to them?,0.6211
4,What is a User?,What are the key attributes of user models in HCI?,0.4217
5,How can a user interact in human–computer interactions?,How does the system model user activities for adaptive interaction design?,0.5724
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does an interactive system infer user preferences and adapt to them?,0.5865
7,Why does a user intentionally interact with an interactive computer system?,How does an interactive system infer user preferences and adapt to them?,0.5941
8,What does make up a complex user participation?,How does the system model user activities for adaptive interaction design?,0.5187
9,What is a human–computer interaction?,How does the system model user activities for adaptive interaction design?,0.4878
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does the system model user activities for adaptive interaction design?,0.4934
11,How is a user input processed by an interactive computer system?,How does the system determine the appropriate input modality for a given user?,0.6639
12,How does a user receive an output from an interactive computer system?,How does an interactive system infer user preferences and adapt to them?,0.5174
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the system determine the appropriate input modality for a given user?,0.6589
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How does the system model user activities for adaptive interaction design?,0.4229
